opportunity_id,lead_id,opp_created_date,product_line,region,nam_owner,client_type,deal_value_usd,competitive_deal_flag,used_fasttrack_approval,period,final_stage,status,status_reason,closed_date
OPP-P1-00352,L-P1-01494,01-01-2025,Smart Lighting,Northeast,S. Patel,Mixed-Use Development,26318,FALSE,FALSE,P1,Develop,Lost,Budget Cut,03-01-2025
OPP-P1-00353,L-P1-01498,19-11-2024,Smart Lighting,Northeast,K. Romano,Enterprise Business,29519,FALSE,FALSE,P1,Propose,Lost,Timeline Mismatch,25-12-2024
OPP-P1-00354,L-P1-01503,20-02-2024,Smart Mobility (EV/Parking),Midwest,D. Singh,Enterprise Business,31115,FALSE,FALSE,P1,Qualify,Lost,Budget Cut,21-02-2024
OPP-P1-00355,L-P1-01510,18-08-2024,Smart Buildings,South,R. Alvarez,Municipality,20211,TRUE,FALSE,P1,Propose,Lost,Timeline Mismatch,04-09-2024
OPP-P1-00356,L-P1-01512,13-04-2024,Smart Mobility (EV/Parking),Midwest,K. Romano,Campus,30332,TRUE,FALSE,P1,Propose,Lost,Pricing,29-04-2024
OPP-P1-00357,L-P1-01514,13-11-2024,Smart Lighting,South,R. Alvarez,Enterprise Business,28483,TRUE,FALSE,P1,Qualify,Lost,Timeline Mismatch,14-11-2024
OPP-P1-00358,L-P1-01529,11-08-2024,Smart Lighting,South,J. Sullivan,Municipality,20830,FALSE,FALSE,P1,Propose,Lost,Lost Contact,05-09-2024
OPP-P1-00359,L-P1-01532,17-03-2024,Smart Buildings,Northeast,M. Okafor,Multifamily Property,49537,FALSE,FALSE,P1,Propose,Lost,Budget Cut,05-04-2030
OPP-P1-00360,L-P1-01533,24-07-2024,Smart Lighting,West,M. Okafor,Multifamily Property,37579,FALSE,FALSE,P1,Propose,Lost,Timeline Mismatch,29-08-2024
OPP-P1-00361,L-P1-01535,28-08-2024,Video Analytics,Northeast,J. Sullivan,Municipality,12087,FALSE,FALSE,P1,Propose,Lost,Pricing,27-11-2024
OPP-P1-00362,L-P1-01536,09-10-2024,Smart Mobility (EV/Parking),Northeast,S. Patel,Multifamily Property,31702,FALSE,FALSE,P1,Develop,Lost,Product Fit,11-10-2024
OPP-P1-00363,L-P1-01538,06-04-2024,Smart Mobility (EV/Parking),South,T. Chen,Municipality,12601,TRUE,FALSE,P1,Propose,Lost,Pricing,08-05-2024
OPP-P1-00364,L-P1-01540,06-12-2024,Smart Buildings,Midwest,M. Okafor,Campus,21158,TRUE,FALSE,P1,Develop,Lost,Product Fit,12-01-2025
OPP-P1-00365,L-P1-01542,05-11-2024,Smart Buildings,South,S. Patel,Enterprise Business,203925,TRUE,FALSE,P1,Propose,Lost,Timeline Mismatch,12-12-2024
OPP-P1-00366,L-P1-01543,20-06-2024,Smart Buildings,Northeast,R. Alvarez,Campus,50882,FALSE,FALSE,P1,Propose,Lost,Timeline Mismatch,30-07-2024
OPP-P1-00367,L-P1-01545,03-06-2024,Smart Mobility (EV/Parking),Northeast,R. Alvarez,Enterprise Business,24952,TRUE,FALSE,P1,Propose,Lost,Product Fit,14-07-2024
OPP-P1-00368,L-P1-01551,07-04-2024,Digital Signage,West,M. Okafor,Multifamily Property,22101,FALSE,FALSE,P1,Qualify,Lost,Budget Cut,08-04-2024
OPP-P1-00369,L-P1-01555,02-04-2024,Smart Lighting,South,L. Fitzgerald,Municipality,10105,FALSE,FALSE,P1,Qualify,Lost,Timeline Mismatch,03-04-2024
OPP-P1-00370,L-P1-01561,15-01-2024,Video Analytics,Northeast,T. Chen,Mixed-Use Development,8000,FALSE,FALSE,P1,Propose,Lost,Budget Cut,11-02-2024
OPP-P1-00371,L-P1-01567,27-06-2024,Smart Buildings,Midwest,K. Romano,Municipality,15059,FALSE,FALSE,P1,Develop,Lost,Timeline Mismatch,29-06-2024
OPP-P1-00372,L-P1-01568,13-10-2024,Digital Signage,Northeast,T. Chen,Mixed-Use Development,27283,TRUE,FALSE,P1,Propose,Lost,Pricing,06-11-2024
OPP-P1-00373,L-P1-01570,14-03-2024,Smart Lighting,Northeast,L. Fitzgerald,Enterprise Business,25838,TRUE,FALSE,P1,Propose,Lost,Pricing,15-04-2024
OPP-P1-00374,L-P1-01577,09-07-2024,Smart Lighting,Northeast,S. Patel,Enterprise Business,16798,TRUE,FALSE,P1,Develop,Lost,Timeline Mismatch,11-07-2024
OPP-P1-00375,L-P1-01580,25-07-2024,Smart Lighting,Northeast,M. Okafor,Multifamily Property,46319,FALSE,FALSE,P1,Develop,Lost,Product Fit,27-07-2024
OPP-P1-00376,L-P1-01581,13-09-2024,Video Analytics,South,L. Fitzgerald,Mixed-Use Development,13412,FALSE,FALSE,P1,Develop,Lost,Budget Cut,21-07-2026
OPP-P1-00377,L-P1-01585,13-02-2024,Smart Mobility (EV/Parking),Northeast,D. Singh,Campus,24654,TRUE,FALSE,P1,Develop,Lost,Pricing,15-02-2024
OPP-P1-00378,L-P1-01587,30-07-2024,Digital Signage,West,R. Alvarez,Campus,22224,TRUE,FALSE,P1,Qualify,Lost,Pricing,22-08-2024
OPP-P1-00379,L-P1-01590,15-09-2024,Smart Lighting,Midwest,D. Singh,Enterprise Business,17826,TRUE,FALSE,P1,Qualify,Lost,Timeline Mismatch,16-09-2024
OPP-P1-00380,L-P1-01594,11-06-2024,Digital Signage,Midwest,J. Sullivan,Enterprise Business,20148,FALSE,FALSE,P1,Qualify,Lost,Lost Contact,12-06-2024
OPP-P1-00381,L-P1-01597,28-04-2024,Smart Lighting,Northeast,K. Romano,Mixed-Use Development,46529,TRUE,FALSE,P1,Propose,Lost,Competitor Presence,25-05-2024
OPP-P1-00382,L-P1-01598,08-08-2024,Smart Mobility (EV/Parking),South,J. Sullivan,Mixed-Use Development,18032,TRUE,FALSE,P1,Propose,Lost,Budget Cut,14-09-2024
OPP-P1-00383,L-P1-01603,25-02-2024,Smart Mobility (EV/Parking),South,R. Alvarez,Enterprise Business,90281,TRUE,FALSE,P1,Qualify,Lost,Pricing,26-02-2024
OPP-P1-00384,L-P1-01612,18-05-2024,Smart Buildings,South,S. Patel,Municipality,19569,FALSE,FALSE,P1,Propose,Lost,Product Fit,17-06-2024
OPP-P1-00385,L-P1-01615,01-05-2024,Smart Mobility (EV/Parking),South,R. Alvarez,Municipality,30124,FALSE,FALSE,P1,Propose,Lost,Timeline Mismatch,22-05-2024
OPP-P1-00386,L-P1-01617,24-08-2024,Smart Lighting,Midwest,K. Romano,Enterprise Business,43373,FALSE,FALSE,P1,Qualify,Lost,Pricing,25-08-2024
OPP-P1-00387,L-P1-01620,19-08-2024,Digital Signage,West,L. Fitzgerald,Mixed-Use Development,8000,TRUE,FALSE,P1,Qualify,Lost,Pricing,20-08-2024
OPP-P1-00388,L-P1-01622,26-03-2024,Video Analytics,Northeast,D. Singh,Municipality,20707,FALSE,FALSE,P1,Propose,Lost,Timeline Mismatch,22-04-2024
OPP-P1-00389,L-P1-01624,28-01-2024,Video Analytics,Northeast,S. Patel,Campus,22188,FALSE,FALSE,P1,Propose,Lost,Budget Cut,16-02-2024
OPP-P1-00390,L-P1-01627,12-08-2024,Digital Signage,Northeast,M. Okafor,Campus,14328,TRUE,FALSE,P1,Propose,Lost,Pricing,18-09-2024
OPP-P1-00391,L-P1-01629,14-03-2024,Digital Signage,Northeast,L. Fitzgerald,Municipality,22468,TRUE,FALSE,P1,Propose,Lost,Product Fit,29-05-2027
OPP-P1-00392,L-P1-01631,06-06-2024,Smart Buildings,Midwest,J. Sullivan,Mixed-Use Development,79773,TRUE,FALSE,P1,Propose,Lost,Budget Cut,08-07-2024
OPP-P1-00393,L-P1-01633,11-04-2024,Video Analytics,West,K. Romano,Municipality,48955,TRUE,FALSE,P1,Qualify,Lost,Budget Cut,12-04-2024
OPP-P1-00394,L-P1-01634,16-09-2024,Smart Mobility (EV/Parking),Northeast,D. Singh,Municipality,28364,TRUE,FALSE,P1,Qualify,Lost,Lost Contact,17-09-2024
OPP-P1-00395,L-P1-01636,25-08-2024,Smart Lighting,Northeast,J. Sullivan,Campus,27848,FALSE,FALSE,P1,Propose,Lost,Timeline Mismatch,27-09-2024
OPP-P1-00396,L-P1-01637,01-05-2024,Smart Mobility (EV/Parking),Midwest,J. Sullivan,Municipality,13373,FALSE,FALSE,P1,Propose,Lost,Budget Cut,29-05-2024
OPP-P1-00397,L-P1-01640,23-06-2024,Video Analytics,South,M. Okafor,Campus,48884,FALSE,FALSE,P1,Develop,Lost,Budget Cut,25-06-2024
OPP-P1-00398,L-P1-01648,26-02-2024,Video Analytics,West,T. Chen,Campus,32536,FALSE,FALSE,P1,Qualify,Lost,Budget Cut,27-02-2024
OPP-P1-00399,L-P1-01661,04-09-2024,Digital Signage,Northeast,R. Alvarez,Multifamily Property,37554,FALSE,FALSE,P1,Qualify,Lost,Timeline Mismatch,05-09-2024
OPP-P1-00400,L-P1-01663,22-06-2024,Smart Mobility (EV/Parking),Midwest,M. Okafor,Multifamily Property,84596,TRUE,FALSE,P1,Propose,Lost,Timeline Mismatch,09-07-2024
OPP-P1-00401,L-P1-01665,08-06-2024,Smart Buildings,Midwest,M. Okafor,Multifamily Property,71210,FALSE,FALSE,P1,Close,Lost,Product Fit,19-06-2024
OPP-P1-00402,L-P1-01668,26-02-2024,Digital Signage,South,S. Patel,Multifamily Property,34119,FALSE,FALSE,P1,Propose,Lost,Budget Cut,22-03-2024
OPP-P1-00403,L-P1-01672,20-09-2024,Smart Mobility (EV/Parking),Midwest,T. Chen,Municipality,16510,TRUE,FALSE,P1,Propose,Lost,Timeline Mismatch,28-10-2024
OPP-P1-00404,L-P1-01673,30-04-2024,Video Analytics,South,S. Patel,Mixed-Use Development,19274,FALSE,FALSE,P1,Qualify,Lost,Lost Contact,01-05-2024
OPP-P1-00405,L-P1-01676,05-10-2024,Smart Buildings,West,D. Singh,Multifamily Property,41091,FALSE,FALSE,P1,Propose,Lost,Pricing,31-10-2024
OPP-P1-00406,L-P1-01681,23-04-2024,Digital Signage,Northeast,J. Sullivan,Campus,21304,FALSE,FALSE,P1,Propose,Lost,Lost Contact,02-05-2024
OPP-P1-00407,L-P1-01685,21-08-2024,Video Analytics,South,D. Singh,Mixed-Use Development,29369,TRUE,FALSE,P1,Qualify,Lost,Timeline Mismatch,22-08-2024
OPP-P1-00408,L-P1-01686,03-02-2024,Smart Lighting,West,S. Patel,Municipality,38675,FALSE,FALSE,P1,Propose,Lost,Budget Cut,09-03-2024
OPP-P1-00409,L-P1-01690,15-12-2024,Smart Mobility (EV/Parking),Midwest,S. Patel,Enterprise Business,24224,TRUE,FALSE,P1,Propose,Lost,Competitor Presence,28-02-2025
OPP-P1-00410,L-P1-01694,12-02-2024,Video Analytics,Midwest,L. Fitzgerald,Mixed-Use Development,15725,FALSE,FALSE,P1,Propose,Lost,Pricing,10-03-2024
OPP-P1-00411,L-P1-01698,27-03-2024,Smart Lighting,West,M. Okafor,Enterprise Business,16079,FALSE,FALSE,P1,Propose,Lost,Product Fit,28-04-2024
OPP-P1-00412,L-P1-01701,09-07-2024,Video Analytics,West,M. Okafor,Municipality,121655,TRUE,FALSE,P1,Develop,Lost,Product Fit,11-07-2024
OPP-P1-00413,L-P1-01704,02-01-2025,Video Analytics,Northeast,K. Romano,Multifamily Property,83629,FALSE,FALSE,P1,Develop,Lost,Lost Contact,04-01-2025
OPP-P1-00414,L-P1-01709,26-10-2024,Video Analytics,West,K. Romano,Municipality,11996,TRUE,FALSE,P1,Develop,Lost,Pricing,28-10-2024
OPP-P1-00415,L-P1-01714,04-12-2024,Video Analytics,Midwest,M. Okafor,Enterprise Business,19047,FALSE,FALSE,P1,Develop,Lost,Lost Contact,06-12-2024
OPP-P1-00416,L-P1-01718,02-09-2024,Smart Mobility (EV/Parking),South,L. Fitzgerald,Multifamily Property,8000,FALSE,FALSE,P1,Close,Won,Won,18-09-2024
OPP-P1-00417,L-P1-01727,19-04-2024,Video Analytics,Midwest,R. Alvarez,Mixed-Use Development,25648,FALSE,FALSE,P1,Propose,Lost,Lost Contact,04-06-2024
OPP-P1-00418,L-P1-01736,02-06-2024,Smart Lighting,West,R. Alvarez,Enterprise Business,22981,TRUE,FALSE,P1,Propose,Lost,Competitor Presence,06-07-2024
OPP-P1-00419,L-P1-01742,28-04-2024,Smart Lighting,West,D. Singh,Mixed-Use Development,35642,TRUE,FALSE,P1,Develop,Lost,Lost Contact,30-04-2024
OPP-P1-00420,L-P1-01748,23-04-2024,Smart Lighting,West,T. Chen,Enterprise Business,12760,TRUE,FALSE,P1,Develop,Lost,Timeline Mismatch,25-04-2024
OPP-P1-00421,L-P1-01757,21-11-2024,Digital Signage,Midwest,L. Fitzgerald,Municipality,27545,FALSE,FALSE,P1,Develop,Lost,Lost Contact,23-11-2024
OPP-P1-00422,L-P1-01762,05-11-2024,Digital Signage,West,T. Chen,Campus,38068,FALSE,FALSE,P1,Develop,Lost,Product Fit,07-11-2024
OPP-P1-00423,L-P1-01764,08-04-2024,Digital Signage,Northeast,D. Singh,Enterprise Business,20950,TRUE,FALSE,P1,Propose,Lost,Pricing,08-05-2024
OPP-P1-00424,L-P1-01779,28-12-2024,Smart Mobility (EV/Parking),Northeast,D. Singh,Mixed-Use Development,119485,TRUE,FALSE,P1,Propose,Lost,Pricing,15-03-2025
OPP-P1-00425,L-P1-01795,08-07-2024,Video Analytics,Northeast,S. Patel,Enterprise Business,15825,FALSE,FALSE,P1,Qualify,Lost,Budget Cut,09-07-2024
OPP-P1-00426,L-P1-01799,04-03-2024,Smart Lighting,Midwest,R. Alvarez,Municipality,23856,FALSE,FALSE,P1,Propose,Lost,Budget Cut,28-03-2024
OPP-P1-00427,L-P1-01800,22-07-2024,Video Analytics,West,M. Okafor,Municipality,17565,FALSE,FALSE,P1,Propose,Lost,Budget Cut,09-08-2024
OPP-P1-00428,L-P1-01809,20-12-2024,Video Analytics,West,T. Chen,Campus,19632,TRUE,FALSE,P1,Qualify,Lost,Product Fit,21-12-2024
OPP-P1-00429,L-P1-01815,25-07-2024,Smart Buildings,Midwest,L. Fitzgerald,Municipality,13262,FALSE,FALSE,P1,Close,Won,Won,10-08-2024
OPP-P1-00430,L-P1-01816,22-08-2024,Digital Signage,Midwest,L. Fitzgerald,Campus,14668,FALSE,FALSE,P1,Qualify,Lost,Product Fit,23-08-2024
OPP-P1-00431,L-P1-01817,18-02-2024,Video Analytics,Northeast,M. Okafor,Multifamily Property,97127,FALSE,FALSE,P1,Develop,Lost,Budget Cut,20-02-2024
OPP-P1-00432,L-P1-01819,04-09-2024,Smart Mobility (EV/Parking),Northeast,T. Chen,Municipality,108374,TRUE,FALSE,P1,Propose,Lost,Pricing,22-09-2024
OPP-P1-00433,L-P1-01822,23-11-2024,Digital Signage,Midwest,R. Alvarez,Campus,38750,TRUE,FALSE,P1,Qualify,Lost,Product Fit,24-11-2024
OPP-P1-00434,L-P1-01826,12-10-2024,Smart Mobility (EV/Parking),Northeast,J. Sullivan,Municipality,40955,FALSE,FALSE,P1,Propose,Lost,Timeline Mismatch,13-11-2024
OPP-P1-00435,L-P1-01827,16-10-2024,Digital Signage,South,R. Alvarez,Mixed-Use Development,19671,FALSE,FALSE,P1,Propose,Lost,Pricing,05-11-2024
OPP-P1-00436,L-P1-01830,14-05-2024,Smart Mobility (EV/Parking),South,T. Chen,Municipality,70321,FALSE,FALSE,P1,Qualify,Lost,Lost Contact,15-05-2024
OPP-P1-00437,L-P1-01834,14-01-2024,Smart Buildings,Midwest,M. Okafor,Enterprise Business,47584,FALSE,FALSE,P1,Qualify,Lost,Product Fit,15-01-2024
OPP-P1-00438,L-P1-01838,24-02-2024,Smart Lighting,Northeast,K. Romano,Multifamily Property,42373,TRUE,FALSE,P1,Develop,Lost,Lost Contact,26-02-2024
OPP-P1-00439,L-P1-01852,20-02-2024,Digital Signage,South,J. Sullivan,Mixed-Use Development,9728,TRUE,FALSE,P1,Propose,Lost,Pricing,15-03-2024
OPP-P1-00440,L-P1-01854,06-08-2024,Smart Lighting,West,M. Okafor,Multifamily Property,13018,FALSE,FALSE,P1,Qualify,Lost,Timeline Mismatch,07-08-2024
OPP-P1-00441,L-P1-01864,08-10-2024,Smart Mobility (EV/Parking),South,K. Romano,Municipality,52549,FALSE,FALSE,P1,Develop,Lost,Budget Cut,10-10-2024
OPP-P1-00442,L-P1-01867,04-12-2024,Digital Signage,West,R. Alvarez,Mixed-Use Development,14276,FALSE,FALSE,P1,Propose,Lost,Budget Cut,16-12-2024
OPP-P1-00443,L-P1-01872,19-12-2024,Digital Signage,Northeast,J. Sullivan,Enterprise Business,29766,FALSE,FALSE,P1,Qualify,Lost,Product Fit,20-12-2024
OPP-P1-00444,L-P1-01875,17-10-2024,Smart Buildings,West,J. Sullivan,Enterprise Business,8373,FALSE,FALSE,P1,Propose,Lost,Budget Cut,07-11-2024
OPP-P1-00445,L-P1-01877,07-05-2024,Digital Signage,Northeast,S. Patel,Campus,100889,FALSE,FALSE,P1,Qualify,Lost,Lost Contact,08-05-2024
OPP-P1-00446,L-P1-01878,09-08-2024,Smart Mobility (EV/Parking),Northeast,M. Okafor,Multifamily Property,16597,FALSE,FALSE,P1,Propose,Lost,Product Fit,15-09-2024
OPP-P1-00447,L-P1-01886,08-02-2024,Video Analytics,Northeast,D. Singh,Municipality,13935,TRUE,FALSE,P1,Close,Won,Won,17-02-2024
OPP-P1-00448,L-P1-01897,06-10-2024,Smart Lighting,Midwest,J. Sullivan,Multifamily Property,76832,TRUE,FALSE,P1,Develop,Lost,Lost Contact,08-10-2024
OPP-P1-00449,L-P1-01903,29-04-2024,Video Analytics,West,D. Singh,Campus,27094,TRUE,FALSE,P1,Qualify,Lost,Lost Contact,30-04-2024
OPP-P1-00450,L-P1-01905,03-12-2024,Video Analytics,Midwest,T. Chen,Municipality,26178,FALSE,FALSE,P1,Qualify,Lost,Product Fit,04-12-2024
OPP-P1-00451,L-P1-01910,03-07-2024,Smart Lighting,Midwest,T. Chen,Enterprise Business,26007,FALSE,FALSE,P1,Qualify,Lost,Product Fit,04-07-2024
OPP-P1-00452,L-P1-01924,17-01-2024,Video Analytics,Midwest,T. Chen,Municipality,13914,TRUE,FALSE,P1,Propose,Lost,Competitor Presence,07-02-2024
OPP-P1-00453,L-P1-01932,30-08-2024,Digital Signage,Midwest,S. Patel,Enterprise Business,13560,FALSE,FALSE,P1,Develop,Lost,Budget Cut,01-09-2024
OPP-P1-00454,L-P1-01940,15-06-2024,Smart Buildings,Midwest,K. Romano,Campus,52822,TRUE,FALSE,P1,Qualify,Lost,Timeline Mismatch,16-06-2024
OPP-P1-00455,L-P1-01941,04-03-2024,Smart Mobility (EV/Parking),West,D. Singh,Mixed-Use Development,16139,FALSE,FALSE,P1,Develop,Lost,Timeline Mismatch,31-03-2025
OPP-P1-00456,L-P1-01943,15-01-2024,Smart Buildings,South,R. Alvarez,Mixed-Use Development,22816,FALSE,FALSE,P1,Propose,Lost,Product Fit,12-02-2024
OPP-P1-00457,L-P1-01948,08-01-2024,Digital Signage,Midwest,T. Chen,Mixed-Use Development,73067,FALSE,FALSE,P1,Qualify,Lost,Budget Cut,19-02-2024
OPP-P1-00458,L-P1-01955,30-08-2024,Smart Lighting,Northeast,T. Chen,Mixed-Use Development,33569,FALSE,FALSE,P1,Propose,Lost,Timeline Mismatch,21-09-2024
OPP-P1-00459,L-P1-01956,13-09-2024,Digital Signage,Midwest,S. Patel,Enterprise Business,42629,FALSE,FALSE,P1,Develop,Lost,Budget Cut,15-09-2024
OPP-P1-00460,L-P1-01959,16-01-2024,Video Analytics,South,D. Singh,Multifamily Property,22596,FALSE,FALSE,P1,Qualify,Lost,Lost Contact,17-01-2024
OPP-P1-00461,L-P1-01965,07-07-2024,Video Analytics,Midwest,L. Fitzgerald,Municipality,29210,TRUE,FALSE,P1,Develop,Lost,Budget Cut,09-07-2024
OPP-P1-00462,L-P1-01975,16-05-2024,Smart Mobility (EV/Parking),Midwest,S. Patel,Multifamily Property,59516,FALSE,FALSE,P1,Develop,Lost,Lost Contact,18-05-2024
OPP-P1-00463,L-P1-01977,21-03-2024,Smart Lighting,Northeast,D. Singh,Mixed-Use Development,48318,TRUE,FALSE,P1,Qualify,Lost,Budget Cut,22-03-2024
OPP-P1-00464,L-P1-01981,19-10-2024,Smart Buildings,Midwest,J. Sullivan,Mixed-Use Development,20594,FALSE,FALSE,P1,Propose,Lost,Budget Cut,06-11-2024
OPP-P1-00465,L-P1-01982,30-01-2024,Digital Signage,South,M. Okafor,Mixed-Use Development,57059,TRUE,FALSE,P1,Develop,Lost,Lost Contact,14-02-2024
OPP-P1-00466,L-P1-01983,28-11-2024,Video Analytics,West,D. Singh,Enterprise Business,42592,TRUE,FALSE,P1,Develop,Lost,Product Fit,30-11-2024
OPP-P1-00467,L-P1-01995,14-10-2024,Smart Buildings,Midwest,M. Okafor,Municipality,68193,FALSE,FALSE,P1,Develop,Lost,Product Fit,16-10-2024
OPP-P1-00468,L-P1-01998,04-12-2024,Video Analytics,Northeast,S. Patel,Municipality,12945,TRUE,FALSE,P1,Propose,Lost,Competitor Presence,01-01-2025
OPP-P1-00469,L-P1-02001,14-06-2024,Digital Signage,Midwest,J. Sullivan,Campus,24157,FALSE,FALSE,P1,Qualify,Lost,Lost Contact,15-06-2024
OPP-P1-00470,L-P1-02003,14-01-2024,Digital Signage,Midwest,R. Alvarez,Mixed-Use Development,10376,TRUE,FALSE,P1,Qualify,Lost,Timeline Mismatch,15-01-2024
OPP-P1-00471,L-P1-02009,25-02-2024,Video Analytics,South,R. Alvarez,Campus,22928,FALSE,FALSE,P1,Develop,Lost,Product Fit,27-02-2024
OPP-P1-00472,L-P1-02010,02-11-2024,Video Analytics,Northeast,S. Patel,Enterprise Business,28353,TRUE,FALSE,P1,Develop,Lost,Budget Cut,04-11-2024
OPP-P1-00473,L-P1-02012,18-08-2024,Smart Lighting,Northeast,K. Romano,Mixed-Use Development,40195,FALSE,FALSE,P1,Qualify,Lost,Pricing,19-08-2024
OPP-P1-00474,L-P1-02014,29-12-2024,Smart Buildings,West,L. Fitzgerald,Municipality,17747,TRUE,FALSE,P1,Propose,Lost,Pricing,16-01-2025
OPP-P1-00475,L-P1-02015,12-02-2024,Smart Buildings,Midwest,M. Okafor,Campus,26036,TRUE,FALSE,P1,Propose,Lost,Product Fit,10-03-2024
OPP-P1-00476,L-P1-02022,21-09-2024,Smart Buildings,West,L. Fitzgerald,Enterprise Business,61079,FALSE,FALSE,P1,Propose,Lost,Budget Cut,14-10-2024
OPP-P1-00477,L-P1-02026,08-10-2024,Digital Signage,West,J. Sullivan,Multifamily Property,24959,TRUE,FALSE,P1,Propose,Lost,Pricing,09-11-2024
OPP-P1-00478,L-P1-02027,18-09-2024,Smart Lighting,South,R. Alvarez,Municipality,22637,FALSE,FALSE,P1,Propose,Lost,Lost Contact,22-10-2024
OPP-P1-00479,L-P1-02030,27-11-2024,Digital Signage,South,D. Singh,Multifamily Property,21778,TRUE,FALSE,P1,Propose,Lost,Competitor Presence,11-12-2024
OPP-P1-00480,L-P1-02033,17-12-2024,Video Analytics,West,L. Fitzgerald,Campus,17988,FALSE,FALSE,P1,Qualify,Lost,Lost Contact,18-12-2024
OPP-P1-00481,L-P1-02034,10-04-2024,Smart Lighting,South,J. Sullivan,Campus,34200,FALSE,FALSE,P1,Propose,Lost,Lost Contact,07-05-2024
OPP-P1-00482,L-P1-02035,04-01-2024,Digital Signage,West,D. Singh,Municipality,10054,TRUE,FALSE,P1,Propose,Lost,Pricing,01-02-2024
OPP-P1-00483,L-P1-02038,03-09-2024,Video Analytics,West,S. Patel,Enterprise Business,24399,TRUE,FALSE,P1,Propose,Lost,Pricing,29-09-2024
OPP-P1-00484,L-P1-02039,21-03-2024,Smart Buildings,West,J. Sullivan,Municipality,52983,TRUE,FALSE,P1,Qualify,Lost,Budget Cut,22-03-2024
OPP-P1-00485,L-P1-02040,26-11-2024,Smart Mobility (EV/Parking),Northeast,K. Romano,Municipality,23188,FALSE,FALSE,P1,Qualify,Lost,Pricing,27-11-2024
OPP-P1-00486,L-P1-02043,11-01-2024,Smart Mobility (EV/Parking),Northeast,L. Fitzgerald,Enterprise Business,14968,FALSE,FALSE,P1,Qualify,Lost,Timeline Mismatch,12-01-2024
OPP-P1-00487,L-P1-02049,10-12-2024,Digital Signage,South,K. Romano,Enterprise Business,30033,TRUE,FALSE,P1,Develop,Lost,Budget Cut,12-12-2024
OPP-P1-00488,L-P1-02054,15-05-2024,Smart Mobility (EV/Parking),Northeast,R. Alvarez,Enterprise Business,32245,FALSE,FALSE,P1,Close,Lost,Pricing,03-06-2024
OPP-P1-00489,L-P1-02057,11-10-2024,Smart Buildings,Northeast,T. Chen,Municipality,26617,FALSE,FALSE,P1,Qualify,Lost,Lost Contact,12-10-2024
OPP-P1-00490,L-P1-02058,26-10-2024,Smart Buildings,West,M. Okafor,Municipality,107326,TRUE,FALSE,P1,Qualify,Lost,Timeline Mismatch,27-10-2024
OPP-P1-00491,L-P1-02060,02-08-2024,Video Analytics,West,S. Patel,Campus,28395,FALSE,FALSE,P1,Propose,Lost,Budget Cut,09-09-2024
OPP-P1-00492,L-P1-02065,25-10-2024,Video Analytics,Northeast,T. Chen,Municipality,14067,FALSE,FALSE,P1,Qualify,Lost,Product Fit,26-10-2024
OPP-P1-00493,L-P1-02067,20-02-2024,Video Analytics,South,K. Romano,Campus,18777,TRUE,FALSE,P1,Qualify,Lost,Lost Contact,21-02-2024
OPP-P1-00494,L-P1-02070,01-04-2024,Digital Signage,Midwest,M. Okafor,Multifamily Property,29831,TRUE,FALSE,P1,Propose,Lost,Competitor Presence,07-05-2024
OPP-P1-00495,L-P1-02076,15-04-2024,Smart Lighting,West,R. Alvarez,Multifamily Property,75909,TRUE,FALSE,P1,Qualify,Lost,Pricing,16-04-2024
OPP-P1-00496,L-P1-02081,01-11-2024,Smart Mobility (EV/Parking),West,J. Sullivan,Enterprise Business,87247,FALSE,FALSE,P1,Qualify,Lost,Budget Cut,02-11-2024
OPP-P1-00497,L-P1-02094,21-04-2024,Digital Signage,West,R. Alvarez,Multifamily Property,9224,TRUE,FALSE,P1,Qualify,Lost,Lost Contact,22-04-2024
OPP-P1-00498,L-P1-02098,09-11-2024,Smart Lighting,Northeast,R. Alvarez,Mixed-Use Development,23149,FALSE,FALSE,P1,Close,Won,Won,19-11-2024
OPP-P1-00499,L-P1-02099,13-09-2024,Smart Lighting,South,R. Alvarez,Municipality,32505,TRUE,FALSE,P1,Propose,Lost,Competitor Presence,04-10-2024
OPP-P1-00500,L-P1-02100,30-04-2024,Video Analytics,Midwest,K. Romano,Enterprise Business,29111,FALSE,FALSE,P1,Propose,Lost,Lost Contact,25-05-2024
OPP-P1-00501,L-P1-02107,02-04-2024,Smart Lighting,Midwest,L. Fitzgerald,Mixed-Use Development,56298,TRUE,FALSE,P1,Develop,Lost,Pricing,04-04-2024
OPP-P1-00502,L-P1-02111,15-10-2024,Smart Mobility (EV/Parking),Midwest,S. Patel,Campus,145479,FALSE,FALSE,P1,Develop,Lost,Lost Contact,17-10-2024
OPP-P1-00503,L-P1-02112,01-11-2024,Smart Mobility (EV/Parking),West,M. Okafor,Multifamily Property,29947,TRUE,FALSE,P1,Propose,Lost,Timeline Mismatch,17-11-2024
OPP-P1-00504,L-P1-02116,20-05-2024,Video Analytics,Northeast,R. Alvarez,Municipality,29816,TRUE,FALSE,P1,Propose,Lost,Pricing,30-06-2024
OPP-P1-00505,L-P1-02117,12-06-2024,Video Analytics,South,S. Patel,Mixed-Use Development,16650,TRUE,FALSE,P1,Qualify,Lost,Budget Cut,13-06-2024
OPP-P1-00506,L-P1-02120,19-09-2024,Video Analytics,Northeast,M. Okafor,Municipality,21011,TRUE,FALSE,P1,Qualify,Lost,Lost Contact,20-09-2024
