"opportunity_id","lead_id","nam_owner","region","product_line","competitive_deal_flag","used_fasttrack_approval","status","final_stage","deal_value_usd","period","stage","entry_date","exit_date","days_in_stage"
"OPP-P1-00270","L-P1-01134","J. Sullivan","Northeast","Smart Lighting",True,False,"Won","Close","36445","P1","Develop","2024-07-04","2024-07-05",1
"OPP-P1-00270","L-P1-01134","J. Sullivan","Northeast","Smart Lighting",True,False,"Won","Close","36445","P1","Propose","2024-07-05","2024-07-12",7
"OPP-P1-00270","L-P1-01134","J. Sullivan","Northeast","Smart Lighting",True,False,"Won","Close","36445","P1","Close","2024-07-12","2024-07-13",1
"OPP-P1-00271","L-P1-01138","J. Sullivan","Midwest","Smart Lighting",False,False,"Lost","Qualify","39877","P1","Qualify","2024-03-21","2024-03-22",1
"OPP-P1-00272","L-P1-01140","M. Okafor","Midwest","Smart Lighting",False,False,"Lost","Propose","23812","P1","Qualify","2024-02-24","2024-02-25",1
"OPP-P1-00272","L-P1-01140","M. Okafor","Midwest","Smart Lighting",False,False,"Lost","Propose","23812","P1","Develop","2024-02-25","2024-02-26",1
"OPP-P1-00272","L-P1-01140","M. Okafor","Midwest","Smart Lighting",False,False,"Lost","Propose","23812","P1","Propose","2024-02-26","2024-03-11",14
"OPP-P1-00273","L-P1-01145","T. Chen","West","Video Analytics",False,False,"Lost","Qualify","36297","P1","Qualify","2024-01-24","2024-01-25",1
"OPP-P1-00274","L-P1-01147","D. Singh","South","Smart Lighting",True,False,"Lost","Propose","89005","P1","Qualify","2024-12-11","2024-12-12",1
"OPP-P1-00274","L-P1-01147","D. Singh","South","Smart Lighting",True,False,"Lost","Propose","89005","P1","Develop","2024-12-12","2024-12-13",1
"OPP-P1-00274","L-P1-01147","D. Singh","South","Smart Lighting",True,False,"Lost","Propose","89005","P1","Propose","2024-12-13","2024-12-28",15
"OPP-P1-00275","L-P1-01154","D. Singh","Midwest","Smart Buildings",False,False,"Lost","Propose","41281","P1","Qualify","2024-12-29","2024-12-30",1
"OPP-P1-00275","L-P1-01154","D. Singh","Midwest","Smart Buildings",False,False,"Lost","Propose","41281","P1","Develop","2024-12-30","2024-12-31",1
"OPP-P1-00275","L-P1-01154","D. Singh","Midwest","Smart Buildings",False,False,"Lost","Propose","41281","P1","Propose","2024-12-31","2025-01-21",21
"OPP-P1-00276","L-P1-01157","T. Chen","South","Digital Signage",False,False,"Lost","Qualify","31917","P1","Qualify","2024-10-12","2024-10-13",1
"OPP-P1-00277","L-P1-01158","K. Romano","South","Smart Buildings",False,False,"Lost","Develop","107071","P1","Qualify","2024-06-04","2024-06-05",1
"OPP-P1-00277","L-P1-01158","K. Romano","South","Smart Buildings",False,False,"Lost","Develop","107071","P1","Develop","2024-06-05","2024-06-06",1
"OPP-P1-00278","L-P1-01168","R. Alvarez","Midwest","Smart Mobility (EV/Parking)",True,False,"Lost","Close","15728","P1","Qualify","2024-11-08","2024-11-09",1
"OPP-P1-00278","L-P1-01168","R. Alvarez","Midwest","Smart Mobility (EV/Parking)",True,False,"Lost","Close","15728","P1","Develop","2024-11-09","2024-11-10",1
"OPP-P1-00278","L-P1-01168","R. Alvarez","Midwest","Smart Mobility (EV/Parking)",True,False,"Lost","Close","15728","P1","Propose","2024-11-10","2024-11-18",8
"OPP-P1-00278","L-P1-01168","R. Alvarez","Midwest","Smart Mobility (EV/Parking)",True,False,"Lost","Close","15728","P1","Close","2024-11-18","2024-11-19",1
"OPP-P1-00279","L-P1-01170","R. Alvarez","West","Smart Mobility (EV/Parking)",True,False,"Lost","Propose","15424","P1","Qualify","2024-03-21","2024-03-22",1
"OPP-P1-00279","L-P1-01170","R. Alvarez","West","Smart Mobility (EV/Parking)",True,False,"Lost","Propose","15424","P1","Develop","2024-03-22","2024-03-23",1
"OPP-P1-00279","L-P1-01170","R. Alvarez","West","Smart Mobility (EV/Parking)",True,False,"Lost","Propose","15424","P1","Propose","2024-03-23","2024-04-12",20
"OPP-P1-00280","L-P1-01171","S. Patel","Midwest","Video Analytics",True,False,"Lost","Qualify","37021","P1","Qualify","2024-01-05","2024-01-06",1
"OPP-P1-00281","L-P1-01180","M. Okafor","Midwest","Smart Buildings",True,False,"Lost","Qualify","14427","P1","Qualify","2024-04-01","2024-04-02",1
"OPP-P1-00282","L-P1-01185","J. Sullivan","Northeast","Video Analytics",False,False,"Lost","Develop","15395","P1","Qualify","2024-12-19","2024-12-20",1
"OPP-P1-00282","L-P1-01185","J. Sullivan","Northeast","Video Analytics",False,False,"Lost","Develop","15395","P1","Develop","2024-12-20","2024-12-21",1
"OPP-P1-00283","L-P1-01191","J. Sullivan","Northeast","Smart Lighting",False,False,"Lost","Develop","16230","P1","Qualify","2024-11-23","2024-11-24",1
"OPP-P1-00283","L-P1-01191","J. Sullivan","Northeast","Smart Lighting",False,False,"Lost","Develop","16230","P1","Develop","2024-11-24","2024-11-25",1
"OPP-P1-00284","L-P1-01192","R. Alvarez","Northeast","Smart Lighting",True,False,"Lost","Propose","16410","P1","Qualify","2024-12-27","2024-12-28",1
"OPP-P1-00284","L-P1-01192","R. Alvarez","Northeast","Smart Lighting",True,False,"Lost","Propose","16410","P1","Develop","2024-12-28","2024-12-29",1
"OPP-P1-00284","L-P1-01192","R. Alvarez","Northeast","Smart Lighting",True,False,"Lost","Propose","16410","P1","Propose","2024-12-29","2025-02-15",48
"OPP-P1-00285","L-P1-01194","K. Romano","Midwest","Smart Buildings",False,False,"Won","Close","34674","P1","Qualify","2024-08-02","2024-08-03",1
"OPP-P1-00285","L-P1-01194","K. Romano","Midwest","Smart Buildings",False,False,"Won","Close","34674","P1","Develop","2024-08-03","2024-08-04",1
"OPP-P1-00285","L-P1-01194","K. Romano","Midwest","Smart Buildings",False,False,"Won","Close","34674","P1","Propose","2024-08-04","2024-08-09",5
"OPP-P1-00285","L-P1-01194","K. Romano","Midwest","Smart Buildings",False,False,"Won","Close","34674","P1","Close","2024-08-09","2024-09-08",30
"OPP-P1-00286","L-P1-01196","K. Romano","South","Smart Lighting",False,False,"Lost","Develop","15503","P1","Qualify","2024-10-03","2024-10-04",1
"OPP-P1-00286","L-P1-01196","K. Romano","South","Smart Lighting",False,False,"Lost","Develop","15503","P1","Develop","2024-10-04","2024-10-05",1
"OPP-P1-00287","L-P1-01199","K. Romano","Midwest","Smart Buildings",True,False,"Lost","Propose","39481","P1","Qualify","2024-07-10","2024-07-11",1
"OPP-P1-00287","L-P1-01199","K. Romano","Midwest","Smart Buildings",True,False,"Lost","Propose","39481","P1","Develop","2024-07-11","2024-07-12",1
"OPP-P1-00287","L-P1-01199","K. Romano","Midwest","Smart Buildings",True,False,"Lost","Propose","39481","P1","Propose","2024-07-12","2024-07-29",17
"OPP-P1-00288","L-P1-01204","D. Singh","Northeast","Smart Mobility (EV/Parking)",True,False,"Lost","Develop","18921","P1","Qualify","2024-06-03","2024-06-04",1
"OPP-P1-00288","L-P1-01204","D. Singh","Northeast","Smart Mobility (EV/Parking)",True,False,"Lost","Develop","18921","P1","Develop","2024-06-04","2024-06-05",1
"OPP-P1-00289","L-P1-01215","T. Chen","West","Digital Signage",False,False,"Lost","Qualify","32778","P1","Qualify","2024-05-19","2024-05-20",1
"OPP-P1-00290","L-P1-01216","R. Alvarez","South","Digital Signage",True,False,"Lost","Develop","27634","P1","Qualify","2024-06-06","2024-06-07",1
"OPP-P1-00290","L-P1-01216","R. Alvarez","South","Digital Signage",True,False,"Lost","Develop","27634","P1","Develop","2024-06-07","2024-06-08",1
"OPP-P1-00291","L-P1-01222","K. Romano","Northeast","Smart Mobility (EV/Parking)",True,False,"Lost","Qualify","15483","P1","Qualify","2024-10-02","2024-10-03",1
"OPP-P1-00292","L-P1-01227","J. Sullivan","South","Smart Mobility (EV/Parking)",False,False,"Lost","Qualify","25864","P1","Qualify","2024-09-26","2024-09-27",1
"OPP-P1-00293","L-P1-01232","T. Chen","Northeast","Smart Buildings",False,False,"Lost","Qualify","16374","P1","Qualify","2024-07-22","2024-07-23",1
"OPP-P1-00294","L-P1-01234","K. Romano","Northeast","Video Analytics",False,False,"Lost","Develop","24886","P1","Qualify","2024-03-02","2024-03-03",1
"OPP-P1-00294","L-P1-01234","K. Romano","Northeast","Video Analytics",False,False,"Lost","Develop","24886","P1","Develop","2024-03-03","2024-03-04",1
"OPP-P1-00295","L-P1-01245","S. Patel","South","Smart Lighting",False,False,"Lost","Qualify","14336","P1","Qualify","2024-05-29","2024-05-30",1
"OPP-P1-00296","L-P1-01246","D. Singh","Northeast","Video Analytics",True,False,"Lost","Qualify","69439","P1","Qualify","2024-08-27","2024-08-28",1
"OPP-P1-00297","L-P1-01251","L. Fitzgerald","South","Smart Buildings",False,False,"Lost","Propose","49088","P1","Qualify","2024-10-08","2024-10-09",1
"OPP-P1-00297","L-P1-01251","L. Fitzgerald","South","Smart Buildings",False,False,"Lost","Propose","49088","P1","Develop","2024-10-09","2024-10-10",1
"OPP-P1-00297","L-P1-01251","L. Fitzgerald","South","Smart Buildings",False,False,"Lost","Propose","49088","P1","Propose","2024-10-10","2024-10-31",21
"OPP-P1-00298","L-P1-01254","L. Fitzgerald","West","Smart Mobility (EV/Parking)",False,False,"Won","Close","30875","P1","Qualify","2024-01-28","2024-01-29",1
"OPP-P1-00298","L-P1-01254","L. Fitzgerald","West","Smart Mobility (EV/Parking)",False,False,"Won","Close","30875","P1","Develop","2024-01-29","2024-01-30",1
"OPP-P1-00298","L-P1-01254","L. Fitzgerald","West","Smart Mobility (EV/Parking)",False,False,"Won","Close","30875","P1","Propose","2024-01-30","2024-02-09",10
"OPP-P1-00298","L-P1-01254","L. Fitzgerald","West","Smart Mobility (EV/Parking)",False,False,"Won","Close","30875","P1","Close","2024-02-09","2024-02-10",1
"OPP-P1-00299","L-P1-01260","T. Chen","South","Smart Buildings",False,False,"Lost","Develop","35808","P1","Qualify","2024-04-17","2024-04-18",1
"OPP-P1-00299","L-P1-01260","T. Chen","South","Smart Buildings",False,False,"Lost","Develop","35808","P1","Develop","2024-04-18","2024-04-19",1
"OPP-P1-00300","L-P1-01263","M. Okafor","West","Smart Lighting",True,False,"Lost","Propose","36187","P1","Qualify","2024-05-15","2024-05-16",1
"OPP-P1-00300","L-P1-01263","M. Okafor","West","Smart Lighting",True,False,"Lost","Propose","36187","P1","Develop","2024-05-16","2024-05-17",1
"OPP-P1-00300","L-P1-01263","M. Okafor","West","Smart Lighting",True,False,"Lost","Propose","36187","P1","Propose","2024-05-17","2024-06-19",33
"OPP-P1-00301","L-P1-01266","J. Sullivan","South","Digital Signage",False,False,"Lost","Develop","26067","P1","Qualify","2024-02-22","2024-02-23",1
"OPP-P1-00301","L-P1-01266","J. Sullivan","South","Digital Signage",False,False,"Lost","Develop","26067","P1","Develop","2024-02-23","2024-02-24",1
"OPP-P1-00302","L-P1-01272","D. Singh","Midwest","Video Analytics",True,False,"Lost","Develop","40386","P1","Qualify","2024-01-19","2024-01-20",1
"OPP-P1-00302","L-P1-01272","D. Singh","Midwest","Video Analytics",True,False,"Lost","Develop","40386","P1","Develop","2024-01-20","2024-01-21",1
"OPP-P1-00303","L-P1-01274","K. Romano","Northeast","Digital Signage",False,False,"Lost","Qualify","11718","P1","Qualify","2024-12-19","2024-12-20",1
"OPP-P1-00304","L-P1-01276","J. Sullivan","South","Digital Signage",True,False,"Lost","Propose","18104","P1","Qualify","2024-02-07","2024-02-08",1
"OPP-P1-00304","L-P1-01276","J. Sullivan","South","Digital Signage",True,False,"Lost","Propose","18104","P1","Develop","2024-02-08","2024-02-09",1
"OPP-P1-00304","L-P1-01276","J. Sullivan","South","Digital Signage",True,False,"Lost","Propose","18104","P1","Propose","2024-02-09","2024-03-18",38
"OPP-P1-00305","L-P1-01280","M. Okafor","Northeast","Digital Signage",False,False,"Lost","Develop","29502","P1","Qualify","2024-01-11","2024-01-12",1
"OPP-P1-00305","L-P1-01280","M. Okafor","Northeast","Digital Signage",False,False,"Lost","Develop","29502","P1","Develop","2024-01-12","2024-01-13",1
"OPP-P1-00306","L-P1-01285","M. Okafor","Midwest","Digital Signage",False,False,"Lost","Propose","22016","P1","Qualify","2024-06-08","2024-06-09",1
"OPP-P1-00306","L-P1-01285","M. Okafor","Midwest","Digital Signage",False,False,"Lost","Propose","22016","P1","Develop","2024-06-09","2024-06-10",1
"OPP-P1-00306","L-P1-01285","M. Okafor","Midwest","Digital Signage",False,False,"Lost","Propose","22016","P1","Propose","2024-06-10","2024-06-28",18
"OPP-P1-00307","L-P1-01302","J. Sullivan","South","Smart Mobility (EV/Parking)",True,False,"Lost","Qualify","54105","P1","Qualify","2024-01-08","2024-01-09",1
"OPP-P1-00308","L-P1-01305","T. Chen","Northeast","Smart Mobility (EV/Parking)",False,False,"Lost","Close","56387","P1","Qualify","2024-06-09","2024-06-10",1
"OPP-P1-00308","L-P1-01305","T. Chen","Northeast","Smart Mobility (EV/Parking)",False,False,"Lost","Close","56387","P1","Develop","2024-06-10","2024-06-11",1
"OPP-P1-00308","L-P1-01305","T. Chen","Northeast","Smart Mobility (EV/Parking)",False,False,"Lost","Close","56387","P1","Propose","2024-06-11","2024-06-20",9
"OPP-P1-00308","L-P1-01305","T. Chen","Northeast","Smart Mobility (EV/Parking)",False,False,"Lost","Close","56387","P1","Close","2024-06-20","2024-06-21",1
"OPP-P1-00309","L-P1-01308","L. Fitzgerald","Northeast","Smart Mobility (EV/Parking)",True,False,"Lost","Qualify","81391","P1","Qualify","2024-09-16","2024-09-17",1
"OPP-P1-00310","L-P1-01309","K. Romano","Northeast","Video Analytics",False,False,"Lost","Propose","36897","P1","Qualify","2024-12-13","2024-12-14",1
"OPP-P1-00310","L-P1-01309","K. Romano","Northeast","Video Analytics",False,False,"Lost","Propose","36897","P1","Develop","2024-12-14","2024-12-15",1
"OPP-P1-00310","L-P1-01309","K. Romano","Northeast","Video Analytics",False,False,"Lost","Propose","36897","P1","Propose","2024-12-15","2025-01-01",17
"OPP-P1-00311","L-P1-01312","S. Patel","South","Digital Signage",True,False,"Lost","Propose","55534","P1","Qualify","2024-12-22","2024-12-23",1
"OPP-P1-00311","L-P1-01312","S. Patel","South","Digital Signage",True,False,"Lost","Propose","55534","P1","Develop","2024-12-23","2024-12-24",1
"OPP-P1-00311","L-P1-01312","S. Patel","South","Digital Signage",True,False,"Lost","Propose","55534","P1","Propose","2024-12-24","2025-01-27",34
"OPP-P1-00312","L-P1-01321","K. Romano","Midwest","Smart Lighting",False,False,"Lost","Qualify","44035","P1","Qualify","2024-09-13","2024-09-14",1
"OPP-P1-00313","L-P1-01326","D. Singh","West","Smart Lighting",False,False,"Lost","Develop","17191","P1","Qualify","2024-04-23","2024-04-24",1
"OPP-P1-00313","L-P1-01326","D. Singh","West","Smart Lighting",False,False,"Lost","Develop","17191","P1","Develop","2024-04-24","2024-04-25",1
"OPP-P1-00314","L-P1-01330","J. Sullivan","West","Smart Buildings",False,False,"Lost","Develop","16120","P1","Qualify","2024-09-02","2024-09-03",1
"OPP-P1-00314","L-P1-01330","J. Sullivan","West","Smart Buildings",False,False,"Lost","Develop","16120","P1","Develop","2024-09-03","2024-09-04",1
"OPP-P1-00315","L-P1-01334","T. Chen","South","Smart Buildings",True,False,"Won","Close","26485","P1","Qualify","2024-09-09","2024-09-10",1
"OPP-P1-00315","L-P1-01334","T. Chen","South","Smart Buildings",True,False,"Won","Close","26485","P1","Develop","2024-09-10","2024-09-11",1
"OPP-P1-00315","L-P1-01334","T. Chen","South","Smart Buildings",True,False,"Won","Close","26485","P1","Propose","2024-09-11","2024-10-04",23
"OPP-P1-00315","L-P1-01334","T. Chen","South","Smart Buildings",True,False,"Won","Close","26485","P1","Close","2024-10-04","2024-10-05",1
"OPP-P1-00316","L-P1-01337","T. Chen","West","Digital Signage",True,False,"Lost","Qualify","62871","P1","Qualify","2024-11-27","2024-11-28",1
"OPP-P1-00317","L-P1-01339","S. Patel","West","Smart Mobility (EV/Parking)",True,False,"Lost","Develop","57429","P1","Qualify","2024-10-24","2024-10-25",1
"OPP-P1-00317","L-P1-01339","S. Patel","West","Smart Mobility (EV/Parking)",True,False,"Lost","Develop","57429","P1","Develop","2024-10-25","2024-10-26",1
"OPP-P1-00318","L-P1-01345","D. Singh","Northeast","Digital Signage",False,False,"Lost","Qualify","23583","P1","Qualify","2024-06-09","2024-06-10",1
"OPP-P1-00319","L-P1-01352","L. Fitzgerald","South","Smart Buildings",True,False,"Lost","Qualify","21914","P1","Qualify","2024-08-17","2024-08-18",1
"OPP-P1-00320","L-P1-01360","J. Sullivan","Northeast","Digital Signage",False,False,"Lost","Qualify","29815","P1","Qualify","2024-12-19","2024-12-20",1
"OPP-P1-00321","L-P1-01363","J. Sullivan","West","Digital Signage",False,False,"Lost","Propose","48738","P1","Qualify","2024-06-23","2024-06-24",1
"OPP-P1-00321","L-P1-01363","J. Sullivan","West","Digital Signage",False,False,"Lost","Propose","48738","P1","Develop","2024-06-24","2024-06-25",1
"OPP-P1-00321","L-P1-01363","J. Sullivan","West","Digital Signage",False,False,"Lost","Propose","48738","P1","Propose","2024-06-25","2024-07-11",16
"OPP-P1-00322","L-P1-01366","K. Romano","Northeast","Video Analytics",True,False,"Lost","Propose","8000","P1","Qualify","2024-05-05","2024-05-06",1
"OPP-P1-00322","L-P1-01366","K. Romano","Northeast","Video Analytics",True,False,"Lost","Propose","8000","P1","Develop","2024-05-06","2024-05-07",1
"OPP-P1-00322","L-P1-01366","K. Romano","Northeast","Video Analytics",True,False,"Lost","Propose","8000","P1","Propose","2024-05-07","2024-06-09",33
"OPP-P1-00323","L-P1-01371","T. Chen","Midwest","Smart Buildings",False,False,"Lost","Propose","9638","P1","Qualify","2024-05-29","2024-05-30",1
"OPP-P1-00323","L-P1-01371","T. Chen","Midwest","Smart Buildings",False,False,"Lost","Propose","9638","P1","Develop","2024-05-30","2024-05-31",1
"OPP-P1-00323","L-P1-01371","T. Chen","Midwest","Smart Buildings",False,False,"Lost","Propose","9638","P1","Propose","2024-05-31","2024-07-07",37
"OPP-P1-00324","L-P1-01372","L. Fitzgerald","Northeast","Video Analytics",False,False,"Lost","Qualify","27368","P1","Qualify","2024-08-25","2024-08-26",1
"OPP-P1-00325","L-P1-01375","K. Romano","West","Video Analytics",True,False,"Lost","Qualify","23018","P1","Qualify","2024-08-15","2024-08-16",1
"OPP-P1-00326","L-P1-01376","D. Singh","South","Smart Mobility (EV/Parking)",True,False,"Lost","Propose","67131","P1","Qualify","2024-08-17","2024-08-18",1
"OPP-P1-00326","L-P1-01376","D. Singh","South","Smart Mobility (EV/Parking)",True,False,"Lost","Propose","67131","P1","Develop","2024-08-18","2024-08-19",1
"OPP-P1-00326","L-P1-01376","D. Singh","South","Smart Mobility (EV/Parking)",True,False,"Lost","Propose","67131","P1","Propose","2024-08-19","2024-09-05",17
"OPP-P1-00327","L-P1-01381","J. Sullivan","Midwest","Smart Buildings",True,False,"Lost","Develop","51262","P1","Qualify","2024-01-15","2024-01-16",1
"OPP-P1-00327","L-P1-01381","J. Sullivan","Midwest","Smart Buildings",True,False,"Lost","Develop","51262","P1","Develop","2024-01-16","2024-01-17",1
"OPP-P1-00328","L-P1-01383","S. Patel","West","Smart Buildings",False,False,"Lost","Propose","43200","P1","Qualify","2024-09-08","2024-09-09",1
"OPP-P1-00328","L-P1-01383","S. Patel","West","Smart Buildings",False,False,"Lost","Propose","43200","P1","Develop","2024-09-09","2024-09-10",1
"OPP-P1-00328","L-P1-01383","S. Patel","West","Smart Buildings",False,False,"Lost","Propose","43200","P1","Propose","2024-09-10","2024-09-19",9
"OPP-P1-00329","L-P1-01384","J. Sullivan","South","Smart Lighting",True,False,"Lost","Develop","14976","P1","Qualify","2024-02-25","2024-02-27",2
"OPP-P1-00329","L-P1-01384","J. Sullivan","South","Smart Lighting",True,False,"Lost","Develop","14976","P1","Develop","2024-02-27","2029-02-22",1822
"OPP-P1-00330","L-P1-01385","R. Alvarez","Northeast","Smart Lighting",False,False,"Lost","Propose","47238","P1","Qualify","2024-03-27","2024-03-28",1
"OPP-P1-00330","L-P1-01385","R. Alvarez","Northeast","Smart Lighting",False,False,"Lost","Propose","47238","P1","Develop","2024-03-28","2024-03-29",1
"OPP-P1-00330","L-P1-01385","R. Alvarez","Northeast","Smart Lighting",False,False,"Lost","Propose","47238","P1","Propose","2024-03-29","2024-04-30",32
"OPP-P1-00331","L-P1-01393","S. Patel","South","Video Analytics",False,False,"Lost","Develop","33853","P1","Qualify","2024-08-14","2024-08-15",1
"OPP-P1-00331","L-P1-01393","S. Patel","South","Video Analytics",False,False,"Lost","Develop","33853","P1","Develop","2024-08-15","2024-08-16",1
"OPP-P1-00332","L-P1-01396","D. Singh","Northeast","Video Analytics",False,False,"Lost","Propose","33910","P1","Qualify","2024-08-04","2024-08-05",1
"OPP-P1-00332","L-P1-01396","D. Singh","Northeast","Video Analytics",False,False,"Lost","Propose","33910","P1","Develop","2024-08-05","2024-08-06",1
"OPP-P1-00332","L-P1-01396","D. Singh","Northeast","Video Analytics",False,False,"Lost","Propose","33910","P1","Propose","2024-08-06","2024-08-29",23
"OPP-P1-00333","L-P1-01398","T. Chen","West","Smart Mobility (EV/Parking)",True,False,"Lost","Propose","11246","P1","Qualify","2024-01-18","2024-01-19",1
"OPP-P1-00333","L-P1-01398","T. Chen","West","Smart Mobility (EV/Parking)",True,False,"Lost","Propose","11246","P1","Develop","2024-01-19","2024-01-20",1
"OPP-P1-00333","L-P1-01398","T. Chen","West","Smart Mobility (EV/Parking)",True,False,"Lost","Propose","11246","P1","Propose","2024-01-20","2024-02-04",15
"OPP-P1-00334","L-P1-01400","D. Singh","Northeast","Smart Mobility (EV/Parking)",True,False,"Lost","Close","44797","P1","Qualify","2024-12-20","2024-12-21",1
"OPP-P1-00334","L-P1-01400","D. Singh","Northeast","Smart Mobility (EV/Parking)",True,False,"Lost","Close","44797","P1","Develop","2024-12-21","2024-12-22",1
"OPP-P1-00334","L-P1-01400","D. Singh","Northeast","Smart Mobility (EV/Parking)",True,False,"Lost","Close","44797","P1","Propose","2024-12-22","2025-01-01",10
"OPP-P1-00334","L-P1-01400","D. Singh","Northeast","Smart Mobility (EV/Parking)",True,False,"Lost","Close","44797","P1","Close","2025-01-01","2025-01-02",1
"OPP-P1-00335","L-P1-01405","L. Fitzgerald","West","Smart Lighting",False,False,"Lost","Propose","40795","P1","Qualify","2024-06-10","2024-06-11",1
"OPP-P1-00335","L-P1-01405","L. Fitzgerald","West","Smart Lighting",False,False,"Lost","Propose","40795","P1","Develop","2024-06-11","2024-06-12",1
"OPP-P1-00335","L-P1-01405","L. Fitzgerald","West","Smart Lighting",False,False,"Lost","Propose","40795","P1","Propose","2024-06-12","2024-07-17",35
"OPP-P1-00336","L-P1-01406","K. Romano","Midwest","Smart Lighting",True,False,"Lost","Propose","16937","P1","Qualify","2024-08-25","2024-08-26",1
"OPP-P1-00336","L-P1-01406","K. Romano","Midwest","Smart Lighting",True,False,"Lost","Propose","16937","P1","Develop","2024-08-26","2024-08-27",1
"OPP-P1-00336","L-P1-01406","K. Romano","Midwest","Smart Lighting",True,False,"Lost","Propose","16937","P1","Propose","2024-08-27","2024-10-19",53
"OPP-P1-00337","L-P1-01410","T. Chen","Northeast","Smart Mobility (EV/Parking)",True,False,"Lost","Close","111792","P1","Qualify","2024-08-02","2024-08-03",1
"OPP-P1-00337","L-P1-01410","T. Chen","Northeast","Smart Mobility (EV/Parking)",True,False,"Lost","Close","111792","P1","Develop","2024-08-03","2024-08-04",1
"OPP-P1-00337","L-P1-01410","T. Chen","Northeast","Smart Mobility (EV/Parking)",True,False,"Lost","Close","111792","P1","Propose","2024-08-04","2024-08-15",11
"OPP-P1-00337","L-P1-01410","T. Chen","Northeast","Smart Mobility (EV/Parking)",True,False,"Lost","Close","111792","P1","Close","2024-08-15","2024-08-16",1
"OPP-P1-00338","L-P1-01417","K. Romano","Northeast","Smart Buildings",True,False,"Lost","Propose","36315","P1","Qualify","2024-01-10","2024-01-11",1
"OPP-P1-00338","L-P1-01417","K. Romano","Northeast","Smart Buildings",True,False,"Lost","Propose","36315","P1","Develop","2024-01-11","2024-01-12",1
"OPP-P1-00338","L-P1-01417","K. Romano","Northeast","Smart Buildings",True,False,"Lost","Propose","36315","P1","Propose","2024-01-12","2024-01-23",11
"OPP-P1-00339","L-P1-01420","K. Romano","South","Smart Mobility (EV/Parking)",False,False,"Lost","Qualify","78722","P1","Qualify","2024-09-25","2026-01-07",469
"OPP-P1-00340","L-P1-01429","T. Chen","Midwest","Smart Buildings",False,False,"Lost","Develop","14849","P1","Qualify","2024-11-06","2024-11-07",1
"OPP-P1-00340","L-P1-01429","T. Chen","Midwest","Smart Buildings",False,False,"Lost","Develop","14849","P1","Develop","2024-11-07","2024-11-08",1
"OPP-P1-00341","L-P1-01432","S. Patel","South","Video Analytics",False,False,"Lost","Qualify","31767","P1","Qualify","2024-09-22","2024-09-23",1
"OPP-P1-00342","L-P1-01437","T. Chen","South","Smart Buildings",False,False,"Lost","Develop","32677","P1","Qualify","2024-07-07","2024-07-08",1
"OPP-P1-00342","L-P1-01437","T. Chen","South","Smart Buildings",False,False,"Lost","Develop","32677","P1","Develop","2024-07-08","2024-07-09",1
"OPP-P1-00343","L-P1-01447","S. Patel","Northeast","Smart Lighting",True,False,"Lost","Propose","18311","P1","Qualify","2024-07-10","2024-07-11",1
"OPP-P1-00343","L-P1-01447","S. Patel","Northeast","Smart Lighting",True,False,"Lost","Propose","18311","P1","Develop","2024-07-11","2024-07-12",1
"OPP-P1-00343","L-P1-01447","S. Patel","Northeast","Smart Lighting",True,False,"Lost","Propose","18311","P1","Propose","2024-07-12","2024-08-17",36
"OPP-P1-00344","L-P1-01448","L. Fitzgerald","Northeast","Smart Mobility (EV/Parking)",False,False,"Lost","Qualify","30488","P1","Qualify","2024-12-21","2024-12-22",1
"OPP-P1-00345","L-P1-01450","L. Fitzgerald","South","Smart Buildings",False,False,"Lost","Propose","45202","P1","Qualify","2024-09-11","2024-09-12",1
"OPP-P1-00345","L-P1-01450","L. Fitzgerald","South","Smart Buildings",False,False,"Lost","Propose","45202","P1","Develop","2024-09-12","2024-09-13",1
"OPP-P1-00345","L-P1-01450","L. Fitzgerald","South","Smart Buildings",False,False,"Lost","Propose","45202","P1","Propose","2024-09-13","2024-10-01",18
"OPP-P1-00346","L-P1-01454","D. Singh","West","Digital Signage",False,False,"Lost","Qualify","38603","P1","Qualify","2024-11-20","2024-11-21",1
"OPP-P1-00347","L-P1-01461","D. Singh","West","Digital Signage",True,False,"Lost","Qualify","30944","P1","Qualify","2024-01-19","2024-01-20",1
"OPP-P1-00348","L-P1-01470","L. Fitzgerald","South","Smart Lighting",True,False,"Lost","Propose","88874","P1","Qualify","2024-11-24","2024-11-25",1
"OPP-P1-00348","L-P1-01470","L. Fitzgerald","South","Smart Lighting",True,False,"Lost","Propose","88874","P1","Develop","2024-11-25","2024-11-26",1
"OPP-P1-00348","L-P1-01470","L. Fitzgerald","South","Smart Lighting",True,False,"Lost","Propose","88874","P1","Propose","2024-11-26","2024-12-20",24
"OPP-P1-00349","L-P1-01473","L. Fitzgerald","West","Smart Lighting",True,False,"Lost","Propose","42046","P1","Qualify","2024-10-30","2024-10-31",1
"OPP-P1-00349","L-P1-01473","L. Fitzgerald","West","Smart Lighting",True,False,"Lost","Propose","42046","P1","Develop","2024-10-31","2024-11-01",1
"OPP-P1-00349","L-P1-01473","L. Fitzgerald","West","Smart Lighting",True,False,"Lost","Propose","42046","P1","Propose","2024-11-01","2024-11-26",25
"OPP-P1-00350","L-P1-01488","J. Sullivan","Midwest","Smart Mobility (EV/Parking)",False,False,"Lost","Propose","24491","P1","Qualify","2024-02-22","2024-02-23",1
