opportunity_id,stage,entry_date,exit_date,days_in_stage,period
OPP-P1-00414,Qualify,26-10-2024,27-10-2024,1,P1
OPP-P1-00414,Develop,27-10-2024,28-10-2024,1,P1
OPP-P1-00415,Qualify,04-12-2024,05-12-2024,1,P1
OPP-P1-00415,Develop,05-12-2024,06-12-2024,1,P1
OPP-P1-00416,Qualify,02-09-2024,03-09-2024,1,P1
OPP-P1-00416,Develop,03-09-2024,04-09-2024,1,P1
OPP-P1-00416,Propose,04-09-2024,17-09-2024,13,P1
OPP-P1-00416,Close,17-09-2024,18-09-2024,1,P1
OPP-P1-00417,Qualify,19-04-2024,20-04-2024,1,P1
OPP-P1-00417,Develop,20-04-2024,21-04-2024,1,P1
OPP-P1-00417,Propose,21-04-2024,04-06-2024,44,P1
OPP-P1-00418,Qualify,02-06-2024,03-06-2024,1,P1
OPP-P1-00418,Develop,03-06-2024,04-06-2024,1,P1
OPP-P1-00418,Propose,04-06-2024,06-07-2024,32,P1
OPP-P1-00419,Qualify,28-04-2024,29-04-2024,1,P1
OPP-P1-00419,Develop,29-04-2024,30-04-2024,1,P1
OPP-P1-00420,Qualify,23-04-2024,24-04-2024,1,P1
OPP-P1-00420,Develop,24-04-2024,25-04-2024,1,P1
OPP-P1-00421,Qualify,21-11-2024,22-11-2024,1,P1
OPP-P1-00421,Develop,22-11-2024,23-11-2024,1,P1
OPP-P1-00422,Qualify,05-11-2024,06-11-2024,1,P1
OPP-P1-00422,Develop,06-11-2024,07-11-2024,1,P1
OPP-P1-00423,Qualify,08-04-2024,09-04-2024,1,P1
OPP-P1-00423,Develop,09-04-2024,10-04-2024,1,P1
OPP-P1-00423,Propose,10-04-2024,08-05-2024,28,P1
OPP-P1-00424,Qualify,28-12-2024,23-02-2025,57,P1
OPP-P1-00424,Develop,23-02-2025,24-02-2025,1,P1
OPP-P1-00424,Propose,24-02-2025,15-03-2025,19,P1
OPP-P1-00425,Qualify,08-07-2024,09-07-2024,1,P1
OPP-P1-00426,Qualify,04-03-2024,05-03-2024,1,P1
OPP-P1-00426,Develop,05-03-2024,06-03-2024,1,P1
OPP-P1-00426,Propose,06-03-2024,28-03-2024,22,P1
OPP-P1-00427,Qualify,22-07-2024,23-07-2024,1,P1
OPP-P1-00427,Develop,23-07-2024,24-07-2024,1,P1
OPP-P1-00427,Propose,24-07-2024,09-08-2024,16,P1
OPP-P1-00428,Qualify,20-12-2024,21-12-2024,1,P1
OPP-P1-00429,Qualify,25-07-2024,26-07-2024,1,P1
OPP-P1-00429,Develop,26-07-2024,27-07-2024,1,P1
OPP-P1-00429,Propose,27-07-2024,09-08-2024,13,P1
OPP-P1-00429,Close,09-08-2024,10-08-2024,1,P1
OPP-P1-00430,Qualify,22-08-2024,23-08-2024,1,P1
OPP-P1-00431,Qualify,18-02-2024,19-02-2024,1,P1
OPP-P1-00431,Develop,19-02-2024,20-02-2024,1,P1
OPP-P1-00432,Qualify,04-09-2024,05-09-2024,1,P1
OPP-P1-00432,Develop,05-09-2024,06-09-2024,1,P1
OPP-P1-00432,Propose,06-09-2024,22-09-2024,16,P1
OPP-P1-00433,Qualify,23-11-2024,24-11-2024,1,P1
OPP-P1-00434,Qualify,12-10-2024,13-10-2024,1,P1
OPP-P1-00434,Develop,13-10-2024,14-10-2024,1,P1
OPP-P1-00434,Propose,14-10-2024,13-11-2024,30,P1
OPP-P1-00435,Qualify,16-10-2024,17-10-2024,1,P1
OPP-P1-00435,Develop,17-10-2024,18-10-2024,1,P1
OPP-P1-00435,Propose,18-10-2024,05-11-2024,18,P1
OPP-P1-00436,Qualify,14-05-2024,15-05-2024,1,P1
OPP-P1-00437,Qualify,14-01-2024,15-01-2024,1,P1
OPP-P1-00438,Qualify,24-02-2024,25-02-2024,1,P1
OPP-P1-00438,Develop,25-02-2024,26-02-2024,1,P1
OPP-P1-00439,Qualify,20-02-2024,21-02-2024,1,P1
OPP-P1-00439,Develop,21-02-2024,22-02-2024,1,P1
OPP-P1-00439,Propose,22-02-2024,15-03-2024,22,P1
OPP-P1-00440,Qualify,06-08-2024,07-08-2024,1,P1
OPP-P1-00441,Qualify,08-10-2024,09-10-2024,1,P1
OPP-P1-00441,Develop,09-10-2024,10-10-2024,1,P1
OPP-P1-00442,Qualify,04-12-2024,05-12-2024,1,P1
OPP-P1-00442,Develop,05-12-2024,06-12-2024,1,P1
OPP-P1-00442,Propose,06-12-2024,16-12-2024,10,P1
OPP-P1-00443,Qualify,19-12-2024,20-12-2024,1,P1
OPP-P1-00444,Qualify,17-10-2024,18-10-2024,1,P1
OPP-P1-00444,Develop,18-10-2024,19-10-2024,1,P1
OPP-P1-00444,Propose,19-10-2024,07-11-2024,19,P1
OPP-P1-00445,Qualify,07-05-2024,08-05-2024,1,P1
OPP-P1-00446,Qualify,09-08-2024,10-08-2024,1,P1
OPP-P1-00446,Develop,10-08-2024,11-08-2024,1,P1
OPP-P1-00446,Propose,11-08-2024,15-09-2024,35,P1
OPP-P1-00447,Qualify,08-02-2024,09-02-2024,1,P1
OPP-P1-00447,Develop,09-02-2024,10-02-2024,1,P1
OPP-P1-00447,Propose,10-02-2024,16-02-2024,6,P1
OPP-P1-00447,Close,16-02-2024,17-02-2024,1,P1
OPP-P1-00448,Qualify,06-10-2024,07-10-2024,1,P1
OPP-P1-00448,Develop,07-10-2024,08-10-2024,1,P1
OPP-P1-00449,Qualify,29-04-2024,30-04-2024,1,P1
OPP-P1-00450,Qualify,03-12-2024,04-12-2024,1,P1
OPP-P1-00451,Qualify,03-07-2024,04-07-2024,1,P1
OPP-P1-00452,Qualify,17-01-2024,18-01-2024,1,P1
OPP-P1-00452,Develop,18-01-2024,19-01-2024,1,P1
OPP-P1-00452,Propose,19-01-2024,07-02-2024,19,P1
OPP-P1-00453,Qualify,30-08-2024,31-08-2024,1,P1
OPP-P1-00453,Develop,31-08-2024,01-09-2024,1,P1
OPP-P1-00454,Qualify,15-06-2024,16-06-2024,1,P1
OPP-P1-00455,Qualify,04-03-2024,30-03-2025,391,P1
OPP-P1-00455,Develop,30-03-2025,31-03-2025,1,P1
OPP-P1-00456,Qualify,15-01-2024,16-01-2024,1,P1
OPP-P1-00456,Develop,16-01-2024,17-01-2024,1,P1
OPP-P1-00456,Propose,17-01-2024,12-02-2024,26,P1
OPP-P1-00457,Qualify,08-01-2024,19-02-2024,42,P1
OPP-P1-00458,Qualify,30-08-2024,31-08-2024,1,P1
OPP-P1-00458,Develop,31-08-2024,01-09-2024,1,P1
OPP-P1-00458,Propose,01-09-2024,21-09-2024,20,P1
OPP-P1-00459,Qualify,13-09-2024,14-09-2024,1,P1
OPP-P1-00459,Develop,14-09-2024,15-09-2024,1,P1
OPP-P1-00460,Qualify,16-01-2024,17-01-2024,1,P1
OPP-P1-00461,Qualify,07-07-2024,08-07-2024,1,P1
OPP-P1-00461,Develop,08-07-2024,09-07-2024,1,P1
OPP-P1-00462,Qualify,16-05-2024,17-05-2024,1,P1
OPP-P1-00462,Develop,17-05-2024,18-05-2024,1,P1
OPP-P1-00463,Qualify,21-03-2024,22-03-2024,1,P1
OPP-P1-00464,Qualify,19-10-2024,20-10-2024,1,P1
OPP-P1-00464,Develop,20-10-2024,21-10-2024,1,P1
OPP-P1-00464,Propose,21-10-2024,06-11-2024,16,P1
OPP-P1-00465,Qualify,30-01-2024,31-01-2024,1,P1
OPP-P1-00465,Develop,31-01-2024,14-02-2024,14,P1
OPP-P1-00466,Qualify,28-11-2024,29-11-2024,1,P1
OPP-P1-00466,Develop,29-11-2024,30-11-2024,1,P1
OPP-P1-00467,Qualify,14-10-2024,15-10-2024,1,P1
OPP-P1-00467,Develop,15-10-2024,16-10-2024,1,P1
OPP-P1-00468,Qualify,04-12-2024,05-12-2024,1,P1
OPP-P1-00468,Develop,05-12-2024,06-12-2024,1,P1
OPP-P1-00468,Propose,06-12-2024,01-01-2025,26,P1
OPP-P1-00469,Qualify,14-06-2024,15-06-2024,1,P1
OPP-P1-00470,Qualify,14-01-2024,15-01-2024,1,P1
OPP-P1-00471,Qualify,25-02-2024,26-02-2024,1,P1
OPP-P1-00471,Develop,26-02-2024,27-02-2024,1,P1
OPP-P1-00472,Qualify,02-11-2024,03-11-2024,1,P1
OPP-P1-00472,Develop,03-11-2024,04-11-2024,1,P1
OPP-P1-00473,Qualify,18-08-2024,19-08-2024,1,P1
OPP-P1-00474,Qualify,29-12-2024,30-12-2024,1,P1
OPP-P1-00474,Develop,30-12-2024,31-12-2024,1,P1
OPP-P1-00474,Propose,31-12-2024,16-01-2025,16,P1
OPP-P1-00475,Qualify,12-02-2024,13-02-2024,1,P1
OPP-P1-00475,Develop,13-02-2024,14-02-2024,1,P1
OPP-P1-00475,Propose,14-02-2024,10-03-2024,25,P1
OPP-P1-00476,Qualify,21-09-2024,22-09-2024,1,P1
OPP-P1-00476,Develop,22-09-2024,23-09-2024,1,P1
OPP-P1-00476,Propose,23-09-2024,14-10-2024,21,P1
OPP-P1-00477,Qualify,08-10-2024,09-10-2024,1,P1
OPP-P1-00477,Develop,09-10-2024,10-10-2024,1,P1
OPP-P1-00477,Propose,10-10-2024,09-11-2024,30,P1
OPP-P1-00478,Qualify,18-09-2024,19-09-2024,1,P1
OPP-P1-00478,Develop,19-09-2024,20-09-2024,1,P1
OPP-P1-00478,Propose,20-09-2024,22-10-2024,32,P1
OPP-P1-00479,Qualify,27-11-2024,28-11-2024,1,P1
OPP-P1-00479,Develop,28-11-2024,29-11-2024,1,P1
OPP-P1-00479,Propose,29-11-2024,11-12-2024,12,P1
OPP-P1-00480,Qualify,17-12-2024,18-12-2024,1,P1
OPP-P1-00481,Qualify,10-04-2024,11-04-2024,1,P1
OPP-P1-00481,Develop,11-04-2024,12-04-2024,1,P1
OPP-P1-00481,Propose,12-04-2024,07-05-2024,25,P1
OPP-P1-00482,Qualify,04-01-2024,05-01-2024,1,P1
OPP-P1-00482,Develop,05-01-2024,06-01-2024,1,P1
OPP-P1-00482,Propose,06-01-2024,01-02-2024,26,P1
OPP-P1-00483,Qualify,03-09-2024,04-09-2024,1,P1
OPP-P1-00483,Develop,04-09-2024,05-09-2024,1,P1
OPP-P1-00483,Propose,05-09-2024,29-09-2024,24,P1
OPP-P1-00484,Qualify,21-03-2024,22-03-2024,1,P1
OPP-P1-00485,Qualify,26-11-2024,27-11-2024,1,P1
OPP-P1-00486,Qualify,11-01-2024,12-01-2024,1,P1
OPP-P1-00487,Qualify,10-12-2024,11-12-2024,1,P1
OPP-P1-00487,Develop,11-12-2024,12-12-2024,1,P1
OPP-P1-00488,Qualify,15-05-2024,16-05-2024,1,P1
OPP-P1-00488,Develop,16-05-2024,17-05-2024,1,P1
OPP-P1-00488,Propose,17-05-2024,02-06-2024,16,P1
OPP-P1-00488,Close,02-06-2024,03-06-2024,1,P1
OPP-P1-00489,Qualify,11-10-2024,12-10-2024,1,P1
OPP-P1-00490,Qualify,26-10-2024,27-10-2024,1,P1
OPP-P1-00491,Qualify,02-08-2024,03-08-2024,1,P1
OPP-P1-00491,Develop,03-08-2024,04-08-2024,1,P1
OPP-P1-00491,Propose,04-08-2024,09-09-2024,36,P1
OPP-P1-00492,Qualify,25-10-2024,26-10-2024,1,P1
OPP-P1-00493,Qualify,20-02-2024,21-02-2024,1,P1
OPP-P1-00494,Qualify,01-04-2024,02-04-2024,1,P1
OPP-P1-00494,Develop,02-04-2024,03-04-2024,1,P1
OPP-P1-00494,Propose,03-04-2024,07-05-2024,34,P1
OPP-P1-00495,Qualify,15-04-2024,16-04-2024,1,P1
OPP-P1-00496,Qualify,01-11-2024,02-11-2024,1,P1
OPP-P1-00497,Qualify,21-04-2024,22-04-2024,1,P1
OPP-P1-00498,Qualify,09-11-2024,10-11-2024,1,P1
OPP-P1-00498,Develop,10-11-2024,11-11-2024,1,P1
OPP-P1-00498,Propose,11-11-2024,18-11-2024,7,P1
OPP-P1-00498,Close,18-11-2024,19-11-2024,1,P1
OPP-P1-00499,Qualify,13-09-2024,14-09-2024,1,P1
OPP-P1-00499,Develop,14-09-2024,15-09-2024,1,P1
OPP-P1-00499,Propose,15-09-2024,04-10-2024,19,P1
OPP-P1-00500,Qualify,30-04-2024,01-05-2024,1,P1
OPP-P1-00500,Develop,01-05-2024,02-05-2024,1,P1
OPP-P1-00500,Propose,02-05-2024,25-05-2024,23,P1
OPP-P1-00501,Qualify,02-04-2024,03-04-2024,1,P1
OPP-P1-00501,Develop,03-04-2024,04-04-2024,1,P1
OPP-P1-00502,Qualify,15-10-2024,16-10-2024,1,P1
OPP-P1-00502,Develop,16-10-2024,17-10-2024,1,P1
OPP-P1-00503,Qualify,01-11-2024,02-11-2024,1,P1
OPP-P1-00503,Develop,02-11-2024,03-11-2024,1,P1
OPP-P1-00503,Propose,03-11-2024,17-11-2024,14,P1
OPP-P1-00504,Qualify,20-05-2024,21-05-2024,1,P1
OPP-P1-00504,Develop,21-05-2024,22-05-2024,1,P1
OPP-P1-00504,Propose,22-05-2024,30-06-2024,39,P1
OPP-P1-00505,Qualify,12-06-2024,13-06-2024,1,P1
OPP-P1-00506,Qualify,19-09-2024,20-09-2024,1,P1
OPP-P1-00507,Qualify,21-11-2024,22-11-2024,1,P1
OPP-P1-00508,Qualify,30-04-2024,05-05-2024,5,P1
OPP-P1-00509,Qualify,12-08-2024,13-08-2024,1,P1
OPP-P1-00510,Qualify,31-07-2024,01-08-2024,1,P1
OPP-P1-00510,Develop,01-08-2024,02-08-2024,1,P1
OPP-P1-00511,Qualify,26-02-2024,27-02-2024,1,P1
OPP-P1-00511,Develop,27-02-2024,28-02-2024,1,P1
OPP-P1-00511,Propose,28-02-2024,04-04-2024,36,P1
OPP-P1-00512,Qualify,30-03-2024,31-03-2024,1,P1
OPP-P1-00512,Develop,31-03-2024,01-04-2024,1,P1
OPP-P1-00513,Qualify,06-01-2024,07-01-2024,1,P1
OPP-P1-00513,Develop,07-01-2024,08-01-2024,1,P1
OPP-P1-00513,Propose,08-01-2024,06-02-2024,29,P1
OPP-P1-00514,Qualify,27-05-2024,28-05-2024,1,P1
OPP-P1-00514,Develop,28-05-2024,29-05-2024,1,P1
OPP-P1-00514,Propose,29-05-2024,24-06-2024,26,P1
OPP-P1-00515,Qualify,15-08-2024,16-08-2024,1,P1
OPP-P1-00515,Develop,16-08-2024,17-08-2024,1,P1
OPP-P1-00516,Qualify,21-05-2024,22-05-2024,1,P1
OPP-P1-00516,Develop,22-05-2024,23-05-2024,1,P1
OPP-P1-00517,Qualify,02-04-2024,03-04-2024,1,P1
OPP-P1-00518,Qualify,06-05-2024,07-05-2024,1,P1
OPP-P1-00518,Develop,07-05-2024,08-05-2024,1,P1
OPP-P1-00519,Qualify,10-12-2024,11-12-2024,1,P1
OPP-P1-00519,Develop,11-12-2024,12-12-2024,1,P1
OPP-P1-00519,Propose,12-12-2024,08-01-2025,27,P1
OPP-P1-00520,Qualify,02-11-2024,03-11-2024,1,P1
OPP-P1-00521,Qualify,15-07-2024,16-07-2024,1,P1
OPP-P1-00521,Develop,16-07-2024,17-07-2024,1,P1
OPP-P1-00521,Propose,17-07-2024,14-08-2024,28,P1
OPP-P1-00522,Qualify,22-01-2024,23-01-2024,1,P1
OPP-P1-00523,Qualify,19-03-2024,20-03-2024,1,P1
OPP-P1-00524,Qualify,25-04-2024,18-07-2026,814,P1
OPP-P1-00524,Develop,18-07-2026,19-07-2026,1,P1
OPP-P1-00525,Qualify,14-11-2024,15-11-2024,1,P1
OPP-P1-00525,Develop,15-11-2024,16-11-2024,1,P1
OPP-P1-00525,Propose,16-11-2024,29-12-2024,43,P1
OPP-P1-00526,Qualify,29-10-2024,30-10-2024,1,P1
OPP-P1-00526,Develop,30-10-2024,31-10-2024,1,P1
OPP-P1-00526,Propose,31-10-2024,12-11-2024,12,P1
OPP-P1-00527,Qualify,05-12-2024,06-12-2024,1,P1
OPP-P1-00527,Develop,06-12-2024,07-12-2024,1,P1
OPP-P1-00528,Qualify,11-07-2024,12-07-2024,1,P1
OPP-P1-00528,Develop,12-07-2024,13-07-2024,1,P1
OPP-P1-00528,Propose,13-07-2024,25-07-2024,12,P1
OPP-P1-00528,Close,25-07-2024,26-07-2024,1,P1
OPP-P1-00529,Qualify,08-11-2024,09-11-2024,1,P1
OPP-P1-00529,Develop,09-11-2024,10-11-2024,1,P1
OPP-P1-00530,Qualify,17-01-2024,18-01-2024,1,P1
OPP-P1-00530,Develop,18-01-2024,19-01-2024,1,P1
OPP-P1-00531,Qualify,07-08-2024,08-08-2024,1,P1
OPP-P1-00531,Develop,08-08-2024,09-08-2024,1,P1
OPP-P1-00531,Propose,09-08-2024,04-09-2024,26,P1
OPP-P1-00532,Qualify,10-07-2024,11-07-2024,1,P1
OPP-P1-00532,Develop,11-07-2024,12-07-2024,1,P1
OPP-P1-00533,Qualify,09-09-2024,10-09-2024,1,P1
OPP-P1-00533,Develop,10-09-2024,11-09-2024,1,P1
OPP-P1-00533,Propose,11-09-2024,04-10-2024,23,P1
OPP-P1-00534,Qualify,27-11-2024,28-11-2024,1,P1
OPP-P1-00535,Qualify,15-06-2024,16-06-2024,1,P1
OPP-P1-00535,Develop,16-06-2024,14-07-2024,28,P1
OPP-P1-00536,Qualify,28-08-2024,29-08-2024,1,P1
OPP-P1-00536,Develop,29-08-2024,30-08-2024,1,P1
OPP-P1-00536,Propose,30-08-2024,14-09-2024,15,P1
OPP-P1-00537,Qualify,06-01-2024,07-01-2024,1,P1
OPP-P1-00537,Develop,07-01-2024,08-01-2024,1,P1
OPP-P1-00537,Propose,08-01-2024,21-01-2024,13,P1
OPP-P1-00537,Close,21-01-2024,22-01-2024,1,P1
OPP-P1-00538,Qualify,10-08-2024,11-08-2024,1,P1
OPP-P1-00538,Develop,11-08-2024,12-08-2024,1,P1
OPP-P1-00538,Propose,12-08-2024,03-09-2024,22,P1
OPP-P1-00539,Qualify,13-10-2024,14-10-2024,1,P1
OPP-P1-00539,Develop,14-10-2024,15-10-2024,1,P1
OPP-P1-00539,Propose,15-10-2024,11-11-2024,27,P1
OPP-P1-00540,Qualify,07-03-2024,08-03-2024,1,P1
OPP-P1-00540,Develop,08-03-2024,09-03-2024,1,P1
OPP-P1-00540,Propose,09-03-2024,12-04-2024,34,P1
OPP-P1-00541,Qualify,08-05-2024,09-05-2024,1,P1
OPP-P1-00541,Develop,09-05-2024,10-05-2024,1,P1
OPP-P1-00541,Propose,10-05-2024,03-06-2024,24,P1
OPP-P1-00542,Qualify,21-01-2024,22-01-2024,1,P1
OPP-P1-00542,Develop,22-01-2024,23-01-2024,1,P1
OPP-P1-00542,Propose,23-01-2024,12-02-2024,20,P1
OPP-P1-00543,Qualify,08-12-2024,09-12-2024,1,P1
OPP-P1-00543,Develop,09-12-2024,10-12-2024,1,P1
OPP-P1-00544,Qualify,24-09-2024,25-09-2024,1,P1
OPP-P1-00545,Qualify,22-10-2024,23-10-2024,1,P1
OPP-P1-00545,Develop,23-10-2024,24-10-2024,1,P1
OPP-P1-00546,Qualify,28-06-2024,29-06-2024,1,P1
OPP-P1-00546,Develop,29-06-2024,30-06-2024,1,P1
OPP-P1-00547,Qualify,22-11-2024,23-11-2024,1,P1
OPP-P1-00547,Develop,23-11-2024,24-11-2024,1,P1
OPP-P1-00547,Propose,24-11-2024,03-01-2025,40,P1
OPP-P1-00548,Qualify,13-10-2024,14-10-2024,1,P1
OPP-P1-00548,Develop,14-10-2024,15-10-2024,1,P1
OPP-P1-00549,Qualify,14-07-2024,15-07-2024,1,P1
OPP-P1-00550,Qualify,02-10-2024,03-10-2024,1,P1
OPP-P1-00550,Develop,03-10-2024,04-10-2024,1,P1
OPP-P1-00551,Qualify,25-09-2024,26-09-2024,1,P1
OPP-P1-00551,Develop,26-09-2024,27-09-2024,1,P1
OPP-P1-00551,Propose,27-09-2024,12-10-2024,15,P1
OPP-P1-00552,Qualify,19-08-2024,20-08-2024,1,P1
OPP-P1-00553,Qualify,24-01-2024,25-01-2024,1,P1
OPP-P1-00553,Develop,25-01-2024,26-01-2024,1,P1
OPP-P1-00553,Propose,26-01-2024,12-03-2024,46,P1
OPP-P1-00554,Qualify,14-05-2024,15-05-2024,1,P1
OPP-P1-00555,Qualify,15-11-2024,16-11-2024,1,P1
OPP-P1-00556,Qualify,21-10-2024,22-10-2024,1,P1
OPP-P1-00556,Develop,22-10-2024,23-10-2024,1,P1
OPP-P1-00556,Propose,23-10-2024,04-11-2024,12,P1
OPP-P1-00556,Close,04-11-2024,05-11-2024,1,P1
OPP-P1-00557,Qualify,20-05-2024,21-05-2024,1,P1
OPP-P1-00558,Qualify,14-08-2024,15-08-2024,1,P1
OPP-P1-00558,Develop,15-08-2024,16-08-2024,1,P1
OPP-P1-00558,Propose,16-08-2024,24-09-2024,39,P1
OPP-P1-00559,Qualify,09-12-2024,10-12-2024,1,P1
OPP-P1-00559,Develop,10-12-2024,11-12-2024,1,P1
OPP-P1-00560,Qualify,11-01-2024,12-01-2024,1,P1
OPP-P1-00561,Qualify,24-07-2024,19-09-2024,57,P1
OPP-P1-00561,Develop,19-09-2024,20-09-2024,1,P1
OPP-P1-00561,Propose,20-09-2024,03-10-2024,13,P1
OPP-P1-00562,Qualify,07-08-2024,08-08-2024,1,P1
OPP-P1-00562,Develop,08-08-2024,09-08-2024,1,P1
OPP-P1-00563,Qualify,23-04-2024,24-04-2024,1,P1
OPP-P1-00564,Qualify,25-05-2024,26-05-2024,1,P1
OPP-P1-00564,Develop,26-05-2024,27-05-2024,1,P1
OPP-P1-00565,Qualify,11-11-2024,12-11-2024,1,P1
OPP-P1-00565,Develop,12-11-2024,13-11-2024,1,P1
OPP-P1-00565,Propose,13-11-2024,21-12-2024,38,P1
OPP-P1-00566,Qualify,28-10-2024,29-10-2024,1,P1
OPP-P1-00566,Develop,29-10-2024,30-10-2024,1,P1
OPP-P1-00566,Propose,30-10-2024,22-11-2024,23,P1
OPP-P1-00567,Qualify,07-03-2024,08-03-2024,1,P1
OPP-P1-00567,Develop,08-03-2024,09-03-2024,1,P1
OPP-P1-00567,Propose,09-03-2024,21-03-2024,12,P1
OPP-P1-00567,Close,21-03-2024,22-03-2024,1,P1
OPP-P1-00568,Qualify,17-12-2024,18-12-2024,1,P1
OPP-P1-00569,Qualify,14-09-2024,15-09-2024,1,P1
OPP-P1-00570,Qualify,01-01-2025,02-01-2025,1,P1
OPP-P1-00570,Develop,02-01-2025,03-01-2025,1,P1
OPP-P1-00570,Propose,03-01-2025,16-02-2025,44,P1
OPP-P1-00571,Qualify,22-07-2024,23-07-2024,1,P1
OPP-P1-00571,Develop,23-07-2024,24-07-2024,1,P1
OPP-P1-00571,Propose,24-07-2024,09-09-2024,47,P1
OPP-P1-00572,Qualify,07-10-2024,08-10-2024,1,P1
OPP-P1-00572,Develop,08-10-2024,09-10-2024,1,P1
OPP-P1-00572,Propose,09-10-2024,19-11-2024,41,P1
OPP-P1-00573,Qualify,25-12-2024,26-12-2024,1,P1
OPP-P1-00574,Qualify,29-12-2024,30-12-2024,1,P1
OPP-P1-00575,Qualify,26-06-2024,27-06-2024,1,P1
OPP-P1-00575,Develop,27-06-2024,28-06-2024,1,P1
OPP-P1-00575,Propose,28-06-2024,26-08-2024,59,P1
OPP-P1-00576,Qualify,28-02-2024,29-02-2024,1,P1
OPP-P1-00576,Develop,29-02-2024,01-03-2024,1,P1
OPP-P1-00576,Propose,01-03-2024,10-04-2024,40,P1
OPP-P1-00577,Qualify,08-02-2024,09-02-2024,1,P1
OPP-P1-00577,Develop,09-02-2024,10-02-2024,1,P1
OPP-P1-00577,Propose,10-02-2024,25-02-2024,15,P1
OPP-P1-00578,Qualify,31-01-2024,01-02-2024,1,P1
OPP-P1-00578,Develop,01-02-2024,02-02-2024,1,P1
OPP-P1-00578,Propose,02-02-2024,02-03-2024,29,P1
OPP-P1-00579,Qualify,28-04-2024,29-04-2024,1,P1
OPP-P1-00579,Develop,29-04-2024,30-04-2024,1,P1
OPP-P1-00580,Qualify,05-04-2024,06-04-2024,1,P1
OPP-P1-00580,Develop,06-04-2024,07-04-2024,1,P1
OPP-P1-00581,Qualify,23-01-2024,24-01-2024,1,P1
OPP-P1-00581,Develop,24-01-2024,25-01-2024,1,P1
OPP-P1-00581,Propose,25-01-2024,13-02-2024,19,P1
OPP-P1-00582,Qualify,07-01-2024,08-01-2024,1,P1
OPP-P1-00582,Develop,08-01-2024,09-01-2024,1,P1
OPP-P1-00582,Propose,09-01-2024,18-02-2024,40,P1
OPP-P1-00583,Qualify,12-11-2024,13-11-2024,1,P1
OPP-P1-00584,Qualify,16-09-2024,17-09-2024,1,P1
OPP-P1-00585,Qualify,05-03-2024,06-03-2024,1,P1
OPP-P1-00585,Develop,06-03-2024,07-03-2024,1,P1
OPP-P1-00586,Qualify,25-05-2024,26-05-2024,1,P1
OPP-P1-00587,Qualify,28-07-2024,29-07-2024,1,P1
OPP-P1-00587,Develop,29-07-2024,30-07-2024,1,P1
OPP-P1-00588,Qualify,14-09-2024,15-09-2024,1,P1
OPP-P1-00588,Develop,15-09-2024,16-09-2024,1,P1
OPP-P1-00589,Qualify,09-05-2024,10-05-2024,1,P1
OPP-P1-00589,Develop,10-05-2024,11-05-2024,1,P1
OPP-P1-00590,Qualify,07-10-2024,08-10-2024,1,P1
OPP-P1-00591,Qualify,28-10-2024,29-10-2024,1,P1
OPP-P1-00591,Develop,29-10-2024,30-10-2024,1,P1
OPP-P1-00591,Propose,30-10-2024,11-11-2024,12,P1
OPP-P1-00592,Qualify,30-07-2024,31-07-2024,1,P1
OPP-P1-00592,Develop,31-07-2024,01-08-2024,1,P1
OPP-P1-00592,Propose,01-08-2024,04-09-2024,34,P1
OPP-P1-00593,Qualify,21-03-2024,22-03-2024,1,P1
OPP-P1-00593,Develop,22-03-2024,23-03-2024,1,P1
OPP-P1-00593,Propose,23-03-2024,30-04-2024,38,P1
OPP-P1-00594,Qualify,20-06-2024,21-06-2024,1,P1
OPP-P1-00594,Develop,21-06-2024,22-06-2024,1,P1
OPP-P1-00594,Propose,22-06-2024,29-07-2024,37,P1
OPP-P1-00595,Qualify,04-10-2024,05-10-2024,1,P1
OPP-P1-00596,Qualify,18-09-2024,19-09-2024,1,P1
OPP-P1-00596,Develop,19-09-2024,20-09-2024,1,P1
OPP-P1-00597,Qualify,06-04-2024,07-04-2024,1,P1
OPP-P1-00598,Qualify,11-12-2024,12-12-2024,1,P1
OPP-P1-00598,Develop,12-12-2024,13-12-2024,1,P1
OPP-P1-00598,Propose,13-12-2024,03-01-2025,21,P1
OPP-P1-00598,Close,03-01-2025,04-01-2025,1,P1
OPP-P1-00599,Qualify,22-11-2024,23-11-2024,1,P1
OPP-P1-00599,Develop,23-11-2024,24-11-2024,1,P1
OPP-P1-00599,Propose,24-11-2024,06-12-2024,12,P1
OPP-P1-00599,Close,06-12-2024,07-12-2024,1,P1
OPP-P1-00600,Qualify,26-05-2024,27-05-2024,1,P1
OPP-P1-00600,Develop,27-05-2024,28-05-2024,1,P1
OPP-P1-00601,Qualify,26-04-2024,27-04-2024,1,P1
OPP-P1-00601,Develop,27-04-2024,19-01-2026,632,P1
OPP-P1-00602,Qualify,25-11-2024,26-11-2024,1,P1
OPP-P1-00602,Develop,26-11-2024,27-11-2024,1,P1
OPP-P1-00602,Propose,27-11-2024,20-12-2024,23,P1
OPP-P1-00603,Qualify,17-03-2024,18-03-2024,1,P1
OPP-P1-00604,Qualify,10-01-2024,11-01-2024,1,P1
OPP-P1-00605,Qualify,15-12-2024,16-12-2024,1,P1
OPP-P1-00606,Qualify,24-11-2024,25-11-2024,1,P1
OPP-P1-00606,Develop,25-11-2024,26-11-2024,1,P1
OPP-P1-00607,Qualify,12-04-2024,13-04-2024,1,P1
