index,lead_id,created_date,lead_source,product_line,region,nam_owner,client_type,deal_value_usd,period,lead_status,disqualified_reason,is_deal_value_outlier
1132,L-P1-01133,17-06-2024,Partner Referral,Smart Lighting,Midwest,R. Alvarez,Municipality,50516,P1,Open,,FALSE
1133,L-P1-01134,30-06-2024,Cold Outreach,Smart Lighting,Northeast,J. Sullivan,Mixed-Use Development,36445,P1,Qualified,,FALSE
1134,L-P1-01135,22-11-2024,Inbound Web Form,Smart Buildings,West,S. Patel,Enterprise Business,9124,P1,Open,,FALSE
1135,L-P1-01136,10-12-2024,Partner Referral,Smart Buildings,Northeast,L. Fitzgerald,Multifamily Property,37765,P1,Open,,FALSE
1136,L-P1-01137,08-07-2024,Outbound Sdr,Smart Mobility (EV/Parking),South,D. Singh,Mixed-Use Development,46458,P1,Disqualified,Wrong fit,FALSE
1137,L-P1-01138,20-03-2024,Outbound Sdr,Smart Lighting,Midwest,Unassigned,Campus,39877,P1,Qualified,,FALSE
1138,L-P1-01139,10-09-2024,Partner Referral,Digital Signage,Northeast,J. Sullivan,Enterprise Business,31119,P1,Disqualified,Wrong fit,FALSE
1139,L-P1-01140,22-02-2024,Trade Show,Smart Lighting,Unknown,M. Okafor,Multifamily Property,23812,P1,Qualified,,FALSE
1140,L-P1-01141,02-01-2024,Outbound Sdr,Video Analytics,South,J. Sullivan,Enterprise Business,12839,P1,Open,,FALSE
1141,L-P1-01142,22-11-2024,Partner Referral,Digital Signage,Northeast,L. Fitzgerald,Municipality,8726,P1,Open,,FALSE
1142,L-P1-01143,03-09-2024,Outbound Sdr,Digital Signage,West,J. Sullivan,Campus,11176,P1,Open,,FALSE
1143,L-P1-01144,09-04-2024,Partner Referral,Smart Mobility (EV/Parking),South,K. Romano,Mixed-Use Development,31969,P1,Open,,FALSE
1144,L-P1-01145,22-01-2024,Cold Outreach,Video Analytics,West,T. Chen,Multifamily Property,36297,P1,Qualified,,FALSE
1145,L-P1-01146,30-09-2024,Existing Client Upsell,Digital Signage,South,T. Chen,Mixed-Use Development,15990,P1,Disqualified,No response,FALSE
1146,L-P1-01147,09-12-2024,Trade Show,Smart Lighting,South,D. Singh,Municipality,89005,P1,Qualified,,TRUE
1147,L-P1-01148,31-03-2024,Outbound Sdr,Smart Buildings,Midwest,R. Alvarez,Mixed-Use Development,46922,P1,Open,,FALSE
1148,L-P1-01149,04-12-2024,Cold Outreach,Smart Buildings,Northeast,L. Fitzgerald,Multifamily Property,33427,P1,Open,,FALSE
1149,L-P1-01150,18-11-2024,Partner Referral,Video Analytics,Northeast,D. Singh,Mixed-Use Development,21344,P1,Disqualified,Duplicate,FALSE
1150,L-P1-01151,09-07-2024,Inbound Web Form,Smart Mobility (EV/Parking),Northeast,L. Fitzgerald,Municipality,19609,P1,Open,,FALSE
1151,L-P1-01152,29-10-2024,Trade Show,Digital Signage,Midwest,M. Okafor,Municipality,17596,P1,Disqualified,No response,FALSE
1152,L-P1-01153,16-07-2024,Cold Outreach,Digital Signage,South,M. Okafor,Multifamily Property,8000,P1,Disqualified,No response,FALSE
1153,L-P1-01154,28-12-2024,Outbound Sdr,Smart Buildings,Midwest,D. Singh,Mixed-Use Development,41281,P1,Qualified,,FALSE
1154,L-P1-01155,14-03-2024,Outbound Sdr,Video Analytics,Midwest,J. Sullivan,Municipality,28153,P1,Open,,FALSE
1155,L-P1-01156,16-01-2024,Inbound Web Form,Smart Lighting,Northeast,K. Romano,Multifamily Property,25895,P1,Open,,FALSE
1156,L-P1-01157,11-10-2024,Outbound Sdr,Digital Signage,South,T. Chen,Municipality,31917,P1,Qualified,,FALSE
1157,L-P1-01158,06-03-2024,Partner Referral,Smart Buildings,South,K. Romano,Municipality,107071,P1,Qualified,,TRUE
1158,L-P1-01159,21-11-2024,Existing Client Upsell,Digital Signage,South,K. Romano,Municipality,44015,P1,Open,,FALSE
1159,L-P1-01160,23-05-2024,Outbound Sdr,Smart Lighting,South,K. Romano,Mixed-Use Development,50896,P1,Open,,FALSE
1160,L-P1-01161,01-03-2024,Inbound Web Form,Digital Signage,West,R. Alvarez,Municipality,28830,P1,Disqualified,No response,FALSE
1161,L-P1-01162,15-05-2024,Inbound Web Form,Smart Mobility (EV/Parking),Midwest,S. Patel,Multifamily Property,13453,P1,Open,,FALSE
1162,L-P1-01163,16-07-2024,Cold Outreach,Video Analytics,West,R. Alvarez,Multifamily Property,9221,P1,Open,,FALSE
1163,L-P1-01164,01-04-2024,Inbound Web Form,Digital Signage,Midwest,R. Alvarez,Municipality,43930,P1,Open,,FALSE
1164,L-P1-01165,25-08-2024,Cold Outreach,Smart Buildings,Northeast,J. Sullivan,Mixed-Use Development,25811,P1,Disqualified,Duplicate,FALSE
1165,L-P1-01166,23-01-2024,Trade Show,Smart Lighting,Midwest,K. Romano,Enterprise Business,9468,P1,Open,,FALSE
1166,L-P1-01167,28-12-2024,Inbound Web Form,Smart Buildings,Midwest,M. Okafor,Municipality,19537,P1,Disqualified,No response,FALSE
1167,L-P1-01168,05-11-2024,Trade Show,Smart Mobility (EV/Parking),Midwest,R. Alvarez,Municipality,15728,P1,Qualified,,FALSE
1168,L-P1-01169,06-02-2024,Existing Client Upsell,Smart Lighting,Midwest,L. Fitzgerald,Multifamily Property,16638,P1,Open,,FALSE
1169,L-P1-01170,20-03-2024,Existing Client Upsell,Smart Mobility (EV/Parking),West,R. Alvarez,Municipality,15424,P1,Qualified,,FALSE
1170,L-P1-01171,04-01-2024,Existing Client Upsell,Video Analytics,Midwest,S. Patel,Campus,37021,P1,Qualified,,FALSE
1171,L-P1-01172,29-07-2024,Existing Client Upsell,Digital Signage,Northeast,M. Okafor,Mixed-Use Development,92873,P1,Open,,TRUE
1172,L-P1-01173,27-05-2024,Trade Show,Smart Lighting,West,M. Okafor,Campus,26158,P1,Disqualified,No budget,FALSE
1173,L-P1-01174,23-02-2024,Partner Referral,Video Analytics,South,K. Romano,Mixed-Use Development,19462,P1,Open,,FALSE
1174,L-P1-01175,16-10-2024,Existing Client Upsell,Video Analytics,Midwest,R. Alvarez,Campus,22584,P1,Open,,FALSE
1175,L-P1-01176,03-07-2024,Outbound Sdr,Digital Signage,Northeast,L. Fitzgerald,Mixed-Use Development,31259,P1,Open,,FALSE
1176,L-P1-01177,21-10-2024,Inbound Web Form,Smart Mobility (EV/Parking),Northeast,T. Chen,Multifamily Property,21619,P1,Open,,FALSE
1177,L-P1-01178,02-01-2024,Trade Show,Video Analytics,West,R. Alvarez,Multifamily Property,11212,P1,Disqualified,No budget,FALSE
1178,L-P1-01179,22-05-2024,Outbound Sdr,Digital Signage,Midwest,D. Singh,Mixed-Use Development,15600,P1,Open,,FALSE
1179,L-P1-01180,30-03-2024,Cold Outreach,Smart Buildings,Midwest,M. Okafor,Mixed-Use Development,14427,P1,Qualified,,FALSE
1180,L-P1-01181,08-10-2024,Outbound Sdr,Smart Buildings,Northeast,K. Romano,Municipality,34028,P1,Open,,FALSE
1181,L-P1-01182,14-05-2024,Cold Outreach,Digital Signage,West,J. Sullivan,Multifamily Property,22524,P1,Disqualified,No budget,FALSE
1182,L-P1-01183,17-11-2024,Cold Outreach,Smart Buildings,South,J. Sullivan,Campus,8000,P1,Open,,FALSE
1183,L-P1-01184,10-08-2024,Partner Referral,Video Analytics,Northeast,L. Fitzgerald,Multifamily Property,23646,P1,Disqualified,No budget,FALSE
1184,L-P1-01185,16-12-2024,Trade Show,Video Analytics,Northeast,J. Sullivan,Campus,15395,P1,Qualified,,FALSE
1185,L-P1-01186,20-01-2024,Trade Show,Smart Mobility (EV/Parking),Midwest,L. Fitzgerald,Municipality,20389,P1,Open,,FALSE
1186,L-P1-01187,04-11-2024,Outbound Sdr,Smart Mobility (EV/Parking),West,K. Romano,Campus,101974,P1,Disqualified,No budget,TRUE
1187,L-P1-01188,24-06-2024,Trade Show,Smart Mobility (EV/Parking),Northeast,R. Alvarez,Multifamily Property,24946,P1,Open,,FALSE
1188,L-P1-01189,29-08-2024,Existing Client Upsell,Video Analytics,West,J. Sullivan,Multifamily Property,75192,P1,Open,,FALSE
1189,L-P1-01190,22-09-2024,Trade Show,Smart Mobility (EV/Parking),Midwest,T. Chen,Multifamily Property,14627,P1,Disqualified,Duplicate,FALSE
1190,L-P1-01191,22-11-2024,Inbound Web Form,Smart Lighting,Unknown,J. Sullivan,Campus,16230,P1,Qualified,,FALSE
1191,L-P1-01192,26-12-2024,Inbound Web Form,Smart Lighting,Northeast,R. Alvarez,Mixed-Use Development,16410,P1,Qualified,,FALSE
1192,L-P1-01193,18-09-2024,Outbound Sdr,Smart Lighting,South,K. Romano,Campus,23455,P1,Open,,FALSE
1193,L-P1-01194,30-07-2024,Outbound Sdr,Smart Buildings,Midwest,K. Romano,Enterprise Business,34674,P1,Qualified,,FALSE
1194,L-P1-01195,05-07-2024,Existing Client Upsell,Smart Mobility (EV/Parking),Northeast,S. Patel,Mixed-Use Development,26555,P1,Disqualified,Wrong fit,FALSE
1195,L-P1-01196,10-02-2024,Outbound Sdr,Smart Lighting,South,K. Romano,Municipality,15503,P1,Qualified,,FALSE
1196,L-P1-01197,20-07-2024,Outbound Sdr,Smart Buildings,Midwest,M. Okafor,Mixed-Use Development,15495,P1,Open,,FALSE
1197,L-P1-01198,11-08-2024,Existing Client Upsell,Digital Signage,Northeast,L. Fitzgerald,Municipality,27278,P1,Disqualified,Wrong fit,FALSE
1198,L-P1-01199,07-09-2024,Inbound Web Form,Smart Buildings,Midwest,K. Romano,Enterprise Business,39481,P1,Qualified,,FALSE
1199,L-P1-01200,17-09-2024,Trade Show,Video Analytics,Northeast,T. Chen,Multifamily Property,10019,P1,Open,,FALSE
1200,L-P1-01201,20-01-2024,Inbound Web Form,Video Analytics,West,L. Fitzgerald,Multifamily Property,35272,P1,Disqualified,Duplicate,FALSE
1201,L-P1-01202,01-11-2024,Existing Client Upsell,Smart Mobility (EV/Parking),Northeast,S. Patel,Multifamily Property,17072,P1,Open,,FALSE
1202,L-P1-01203,20-09-2024,Trade Show,Smart Buildings,West,R. Alvarez,Municipality,25706,P1,Open,,FALSE
1203,L-P1-01204,02-06-2024,Inbound Web Form,Smart Mobility (EV/Parking),Northeast,D. Singh,Enterprise Business,18921,P1,Qualified,,FALSE
1204,L-P1-01205,01-09-2024,Inbound Web Form,Smart Buildings,Northeast,R. Alvarez,Municipality,20100,P1,Open,,FALSE
1205,L-P1-01206,10-05-2024,Trade Show,Smart Lighting,Midwest,M. Okafor,Multifamily Property,28308,P1,Disqualified,Wrong fit,FALSE
1206,L-P1-01207,24-11-2024,Inbound Web Form,Digital Signage,South,T. Chen,Municipality,33708,P1,Open,,FALSE
1207,L-P1-01208,30-11-2024,Existing Client Upsell,Smart Lighting,West,J. Sullivan,Enterprise Business,35033,P1,Open,,FALSE
1208,L-P1-01209,22-12-2024,Trade Show,Video Analytics,Unknown,S. Patel,Campus,10402,P1,Open,,FALSE
1209,L-P1-01210,06-05-2024,Outbound Sdr,Smart Buildings,Midwest,K. Romano,Enterprise Business,17257,P1,Open,,FALSE
1210,L-P1-01211,21-03-2024,Existing Client Upsell,Smart Buildings,West,J. Sullivan,Campus,31965,P1,Disqualified,Wrong fit,FALSE
1211,L-P1-01212,18-09-2024,Existing Client Upsell,Video Analytics,West,K. Romano,Enterprise Business,56388,P1,Disqualified,Duplicate,FALSE
1212,L-P1-01213,18-02-2024,Partner Referral,Smart Buildings,Midwest,D. Singh,Mixed-Use Development,24301,P1,Disqualified,No budget,FALSE
1213,L-P1-01214,04-04-2024,Cold Outreach,Smart Mobility (EV/Parking),South,L. Fitzgerald,Campus,13741,P1,Open,,FALSE
1214,L-P1-01215,18-05-2024,Outbound Sdr,Digital Signage,West,T. Chen,Municipality,32778,P1,Qualified,,FALSE
1215,L-P1-01216,06-04-2024,Partner Referral,Digital Signage,South,R. Alvarez,Multifamily Property,27634,P1,Qualified,,FALSE
1216,L-P1-01217,05-07-2024,Inbound Web Form,Smart Buildings,South,M. Okafor,Municipality,14740,P1,Open,,FALSE
1217,L-P1-01218,09-02-2024,Outbound Sdr,Smart Lighting,West,R. Alvarez,Multifamily Property,16195,P1,Disqualified,Wrong fit,FALSE
1218,L-P1-01219,27-07-2024,Partner Referral,Smart Mobility (EV/Parking),West,S. Patel,Enterprise Business,108090,P1,Disqualified,Wrong fit,TRUE
1219,L-P1-01220,11-09-2024,Outbound Sdr,Smart Lighting,West,K. Romano,Enterprise Business,12567,P1,Open,,FALSE
1220,L-P1-01221,27-12-2024,Trade Show,Video Analytics,South,J. Sullivan,Campus,18111,P1,Open,,FALSE
1221,L-P1-01222,30-09-2024,Inbound Web Form,Smart Mobility (EV/Parking),Northeast,K. Romano,Multifamily Property,15483,P1,Qualified,,FALSE
1222,L-P1-01223,19-11-2024,Inbound Web Form,Smart Mobility (EV/Parking),Midwest,T. Chen,Municipality,34797,P1,Disqualified,No response,FALSE
1223,L-P1-01224,21-07-2024,Partner Referral,Smart Mobility (EV/Parking),Midwest,M. Okafor,Enterprise Business,37389,P1,Disqualified,No budget,FALSE
1224,L-P1-01225,03-11-2024,Trade Show,Digital Signage,Unknown,T. Chen,Multifamily Property,96780,P1,Open,,TRUE
1225,L-P1-01226,24-05-2024,Existing Client Upsell,Video Analytics,Northeast,M. Okafor,Municipality,50933,P1,Disqualified,No response,FALSE
1226,L-P1-01227,25-09-2024,Outbound Sdr,Smart Mobility (EV/Parking),South,J. Sullivan,Municipality,25864,P1,Qualified,,FALSE
1227,L-P1-01228,27-09-2024,Inbound Web Form,Smart Buildings,Midwest,Unassigned,Multifamily Property,24387,P1,Open,,FALSE
1228,L-P1-01229,21-08-2024,Existing Client Upsell,Video Analytics,South,Unassigned,Municipality,18392,P1,Open,,FALSE
1229,L-P1-01230,17-12-2024,Inbound Web Form,Smart Lighting,Midwest,R. Alvarez,Mixed-Use Development,24123,P1,Disqualified,Wrong fit,FALSE
1230,L-P1-01231,09-05-2024,Outbound Sdr,Digital Signage,West,T. Chen,Municipality,34326,P1,Open,,FALSE
1231,L-P1-01232,21-07-2024,Cold Outreach,Smart Buildings,Northeast,T. Chen,Multifamily Property,16374,P1,Qualified,,FALSE
1232,L-P1-01233,19-09-2024,Cold Outreach,Smart Buildings,Midwest,K. Romano,Municipality,25246,P1,Open,,FALSE
1233,L-P1-01234,28-02-2024,Inbound Web Form,Video Analytics,Northeast,K. Romano,Multifamily Property,24886,P1,Qualified,,FALSE
1234,L-P1-01235,22-06-2024,Outbound Sdr,Video Analytics,South,R. Alvarez,Enterprise Business,34801,P1,Disqualified,Wrong fit,FALSE
1235,L-P1-01236,05-12-2024,Partner Referral,Digital Signage,South,D. Singh,Campus,8000,P1,Open,,FALSE
1236,L-P1-01237,20-03-2024,Outbound Sdr,Smart Lighting,South,T. Chen,Mixed-Use Development,27975,P1,Open,,FALSE
1237,L-P1-01238,12-10-2024,Cold Outreach,Smart Buildings,Unknown,K. Romano,Municipality,40450,P1,Open,,FALSE
1238,L-P1-01239,08-12-2024,Partner Referral,Digital Signage,South,M. Okafor,Campus,27714,P1,Disqualified,No budget,FALSE
1239,L-P1-01240,14-04-2024,Partner Referral,Digital Signage,Unknown,R. Alvarez,Mixed-Use Development,19896,P1,Open,,FALSE
1240,L-P1-01241,31-12-2024,Outbound Sdr,Smart Buildings,South,M. Okafor,Enterprise Business,26368,P1,Open,,FALSE
1241,L-P1-01242,21-02-2024,Inbound Web Form,Smart Lighting,South,R. Alvarez,Enterprise Business,8000,P1,Open,,FALSE
1242,L-P1-01243,30-01-2024,Inbound Web Form,Digital Signage,Northeast,L. Fitzgerald,Enterprise Business,10377,P1,Disqualified,No response,FALSE
1243,L-P1-01244,01-07-2024,Existing Client Upsell,Smart Buildings,Northeast,T. Chen,Campus,86894,P1,Open,,TRUE
1244,L-P1-01245,27-05-2024,Outbound Sdr,Smart Lighting,South,S. Patel,Mixed-Use Development,14336,P1,Qualified,,FALSE
1245,L-P1-01246,25-08-2024,Existing Client Upsell,Video Analytics,Northeast,D. Singh,Municipality,69439,P1,Qualified,,FALSE
1246,L-P1-01247,20-12-2024,Partner Referral,Smart Mobility (EV/Parking),West,T. Chen,Enterprise Business,22621,P1,Disqualified,No budget,FALSE
1247,L-P1-01248,02-07-2024,Outbound Sdr,Video Analytics,Northeast,K. Romano,Municipality,34275,P1,Open,,FALSE
1248,L-P1-01249,25-10-2024,Inbound Web Form,Smart Mobility (EV/Parking),Midwest,T. Chen,Campus,25074,P1,Disqualified,No response,FALSE
1249,L-P1-01250,18-05-2024,Trade Show,Video Analytics,Northeast,R. Alvarez,Multifamily Property,30656,P1,Disqualified,Wrong fit,FALSE
1250,L-P1-01251,07-10-2024,Partner Referral,Smart Buildings,South,L. Fitzgerald,Campus,49088,P1,Qualified,,FALSE
1251,L-P1-01252,15-08-2024,Inbound Web Form,Digital Signage,West,S. Patel,Campus,11212,P1,Open,,FALSE
1252,L-P1-01253,25-09-2024,Outbound Sdr,Smart Mobility (EV/Parking),Midwest,D. Singh,Municipality,36392,P1,Open,,FALSE
1253,L-P1-01254,25-01-2024,Outbound Sdr,Smart Mobility (EV/Parking),West,L. Fitzgerald,Municipality,30875,P1,Qualified,,FALSE
1254,L-P1-01255,12-04-2024,Outbound Sdr,Video Analytics,Midwest,M. Okafor,Municipality,58458,P1,Disqualified,No response,FALSE
1255,L-P1-01256,04-05-2024,Inbound Web Form,Smart Lighting,Midwest,D. Singh,Multifamily Property,22841,P1,Disqualified,Wrong fit,FALSE
1256,L-P1-01257,06-03-2024,Cold Outreach,Smart Mobility (EV/Parking),Midwest,D. Singh,Mixed-Use Development,21774,P1,Open,,FALSE
1257,L-P1-01258,17-06-2024,Partner Referral,Video Analytics,West,T. Chen,Multifamily Property,11995,P1,Open,,FALSE
1258,L-P1-01259,09-07-2024,Inbound Web Form,Digital Signage,Northeast,S. Patel,Municipality,25771,P1,Open,,FALSE
1259,L-P1-01260,14-04-2024,Outbound Sdr,Smart Buildings,South,T. Chen,Enterprise Business,35808,P1,Qualified,,FALSE
1260,L-P1-01261,30-06-2024,Inbound Web Form,Video Analytics,Northeast,S. Patel,Mixed-Use Development,13959,P1,Open,,FALSE
1261,L-P1-01262,16-02-2024,Existing Client Upsell,Smart Lighting,South,S. Patel,Mixed-Use Development,10335,P1,Disqualified,No response,FALSE
1262,L-P1-01263,12-05-2024,Inbound Web Form,Smart Lighting,West,M. Okafor,Enterprise Business,36187,P1,Qualified,,FALSE
1263,L-P1-01264,23-10-2024,Inbound Web Form,Smart Buildings,Northeast,T. Chen,Campus,15837,P1,Open,,FALSE
1264,L-P1-01265,03-11-2024,Inbound Web Form,Digital Signage,Midwest,R. Alvarez,Multifamily Property,24912,P1,Open,,FALSE
1265,L-P1-01266,19-02-2024,Inbound Web Form,Digital Signage,South,J. Sullivan,Mixed-Use Development,26067,P1,Qualified,,FALSE
1266,L-P1-01267,26-08-2024,Existing Client Upsell,Smart Buildings,Midwest,S. Patel,Mixed-Use Development,23409,P1,Disqualified,No budget,FALSE
1267,L-P1-01268,08-06-2024,Trade Show,Smart Mobility (EV/Parking),Northeast,T. Chen,Campus,32745,P1,Disqualified,No budget,FALSE
1268,L-P1-01269,20-01-2024,Existing Client Upsell,Digital Signage,West,R. Alvarez,Enterprise Business,8000,P1,Disqualified,Wrong fit,FALSE
1269,L-P1-01270,15-08-2024,Partner Referral,Smart Mobility (EV/Parking),South,K. Romano,Campus,42589,P1,Disqualified,No budget,FALSE
1270,L-P1-01271,16-04-2024,Partner Referral,Smart Lighting,South,T. Chen,Municipality,10049,P1,Open,,FALSE
1271,L-P1-01272,16-01-2024,Existing Client Upsell,Video Analytics,Midwest,D. Singh,Multifamily Property,40386,P1,Qualified,,FALSE
1272,L-P1-01273,14-05-2024,Outbound Sdr,Smart Mobility (EV/Parking),West,J. Sullivan,Municipality,24966,P1,Open,,FALSE
1273,L-P1-01274,16-12-2024,Existing Client Upsell,Digital Signage,Northeast,K. Romano,Municipality,11718,P1,Qualified,,FALSE
1274,L-P1-01275,25-02-2024,Inbound Web Form,Smart Lighting,West,T. Chen,Municipality,30860,P1,Open,,FALSE
1275,L-P1-01276,02-04-2024,Inbound Web Form,Digital Signage,South,J. Sullivan,Mixed-Use Development,18104,P1,Qualified,,FALSE
1276,L-P1-01277,01-03-2024,Existing Client Upsell,Smart Buildings,Midwest,M. Okafor,Enterprise Business,19942,P1,Open,,FALSE
1277,L-P1-01278,06-12-2024,Trade Show,Smart Buildings,Northeast,Unassigned,Enterprise Business,18783,P1,Disqualified,Duplicate,FALSE
1278,L-P1-01279,28-08-2024,Partner Referral,Video Analytics,West,T. Chen,Municipality,55626,P1,Disqualified,Wrong fit,FALSE
1279,L-P1-01280,08-01-2024,Inbound Web Form,Digital Signage,Northeast,M. Okafor,Multifamily Property,29502,P1,Qualified,,FALSE
1280,L-P1-01281,14-07-2024,Inbound Web Form,Smart Mobility (EV/Parking),Northeast,S. Patel,Mixed-Use Development,71246,P1,Open,,FALSE
1281,L-P1-01282,29-03-2024,Partner Referral,Digital Signage,Midwest,M. Okafor,Municipality,24641,P1,Open,,FALSE
1282,L-P1-01283,17-01-2024,Outbound Sdr,Smart Lighting,West,K. Romano,Multifamily Property,52932,P1,Disqualified,No response,FALSE
1283,L-P1-01284,24-10-2024,Inbound Web Form,Smart Lighting,Northeast,D. Singh,Campus,26428,P1,Open,,FALSE
1284,L-P1-01285,07-06-2024,Inbound Web Form,Digital Signage,Midwest,M. Okafor,Mixed-Use Development,22016,P1,Qualified,,FALSE
1285,L-P1-01286,04-06-2024,Outbound Sdr,Smart Mobility (EV/Parking),South,J. Sullivan,Mixed-Use Development,22208,P1,Disqualified,Duplicate,FALSE
1286,L-P1-01287,17-08-2024,Inbound Web Form,Video Analytics,Midwest,K. Romano,Multifamily Property,36587,P1,Open,,FALSE
1287,L-P1-01288,09-11-2024,Existing Client Upsell,Video Analytics,South,M. Okafor,Multifamily Property,27806,P1,Disqualified,Wrong fit,FALSE
1288,L-P1-01289,20-08-2024,Partner Referral,Smart Buildings,Midwest,L. Fitzgerald,Mixed-Use Development,20966,P1,Disqualified,Wrong fit,FALSE
1289,L-P1-01290,08-07-2024,Partner Referral,Smart Buildings,West,R. Alvarez,Municipality,11007,P1,Open,,FALSE
1290,L-P1-01291,28-07-2024,Trade Show,Smart Mobility (EV/Parking),South,L. Fitzgerald,Mixed-Use Development,34285,P1,Disqualified,No response,FALSE
1291,L-P1-01292,02-11-2024,Trade Show,Video Analytics,Midwest,S. Patel,Municipality,70802,P1,Open,,FALSE
1292,L-P1-01293,19-02-2024,Outbound Sdr,Digital Signage,South,D. Singh,Mixed-Use Development,12543,P1,Open,,FALSE
1293,L-P1-01294,09-03-2024,Partner Referral,Smart Buildings,Midwest,T. Chen,Enterprise Business,19361,P1,Open,,FALSE
1294,L-P1-01295,30-12-2024,Cold Outreach,Digital Signage,Midwest,K. Romano,Municipality,13091,P1,Open,,FALSE
1295,L-P1-01296,09-11-2024,Inbound Web Form,Smart Buildings,South,J. Sullivan,Enterprise Business,41755,P1,Open,,FALSE
1296,L-P1-01297,31-10-2024,Trade Show,Smart Buildings,West,S. Patel,Campus,28709,P1,Disqualified,No budget,FALSE
1297,L-P1-01298,14-10-2024,Partner Referral,Digital Signage,Midwest,T. Chen,Municipality,171343,P1,Disqualified,No response,TRUE
1298,L-P1-01299,06-02-2024,Cold Outreach,Smart Mobility (EV/Parking),West,M. Okafor,Multifamily Property,22262,P1,Disqualified,Wrong fit,FALSE
1299,L-P1-01300,28-02-2024,Outbound Sdr,Smart Lighting,Northeast,S. Patel,Mixed-Use Development,24685,P1,Open,,FALSE
1300,L-P1-01301,27-06-2024,Inbound Web Form,Smart Mobility (EV/Parking),Midwest,K. Romano,Mixed-Use Development,30112,P1,Open,,FALSE
1301,L-P1-01302,05-01-2024,Inbound Web Form,Smart Mobility (EV/Parking),South,J. Sullivan,Enterprise Business,54105,P1,Qualified,,FALSE
1302,L-P1-01303,09-07-2024,Partner Referral,Smart Mobility (EV/Parking),Northeast,D. Singh,Municipality,33059,P1,Open,,FALSE
1303,L-P1-01304,24-11-2024,Existing Client Upsell,Digital Signage,Midwest,S. Patel,Enterprise Business,15973,P1,Open,,FALSE
1304,L-P1-01305,06-07-2024,Inbound Web Form,Smart Mobility (EV/Parking),Northeast,T. Chen,Municipality,56387,P1,Qualified,,FALSE
1305,L-P1-01306,12-06-2024,Partner Referral,Digital Signage,Midwest,K. Romano,Enterprise Business,68025,P1,Disqualified,No response,FALSE
1306,L-P1-01307,25-04-2024,Outbound Sdr,Smart Mobility (EV/Parking),Northeast,D. Singh,Municipality,242339,P1,Open,,TRUE
1307,L-P1-01308,14-09-2024,Cold Outreach,Smart Mobility (EV/Parking),Northeast,L. Fitzgerald,Campus,81391,P1,Qualified,,TRUE
1308,L-P1-01309,11-12-2024,Inbound Web Form,Video Analytics,Northeast,K. Romano,Enterprise Business,36897,P1,Qualified,,FALSE
1309,L-P1-01310,06-11-2024,Inbound Web Form,Video Analytics,South,M. Okafor,Campus,16194,P1,Open,,FALSE
1310,L-P1-01311,17-11-2024,Outbound Sdr,Smart Mobility (EV/Parking),West,R. Alvarez,Campus,36006,P1,Disqualified,Duplicate,FALSE
1311,L-P1-01312,21-12-2024,Trade Show,Digital Signage,South,S. Patel,Multifamily Property,55534,P1,Qualified,,FALSE
1312,L-P1-01313,21-08-2024,Inbound Web Form,Smart Mobility (EV/Parking),South,L. Fitzgerald,Municipality,16181,P1,Open,,FALSE
1313,L-P1-01314,05-11-2024,Inbound Web Form,Video Analytics,South,J. Sullivan,Municipality,17358,P1,Open,,FALSE
1314,L-P1-01315,03-02-2024,Existing Client Upsell,Smart Buildings,West,M. Okafor,Campus,32019,P1,Disqualified,No budget,FALSE
1315,L-P1-01316,11-03-2024,Inbound Web Form,Smart Mobility (EV/Parking),Midwest,K. Romano,Municipality,15096,P1,Open,,FALSE
1316,L-P1-01317,22-11-2024,Cold Outreach,Video Analytics,Midwest,L. Fitzgerald,Enterprise Business,27639,P1,Disqualified,Duplicate,FALSE
1317,L-P1-01318,23-01-2024,Outbound Sdr,Smart Lighting,Northeast,T. Chen,Campus,87388,P1,Disqualified,No response,TRUE
1318,L-P1-01319,28-06-2024,Inbound Web Form,Smart Buildings,Midwest,S. Patel,Multifamily Property,47698,P1,Disqualified,No response,FALSE
1319,L-P1-01320,11-02-2024,Partner Referral,Smart Mobility (EV/Parking),West,M. Okafor,Municipality,31019,P1,Open,,FALSE
1320,L-P1-01321,12-09-2024,Inbound Web Form,Smart Lighting,Midwest,K. Romano,Campus,44035,P1,Qualified,,FALSE
1321,L-P1-01322,13-09-2024,Existing Client Upsell,Smart Mobility (EV/Parking),West,T. Chen,Enterprise Business,52483,P1,Open,,FALSE
1322,L-P1-01323,01-06-2024,Inbound Web Form,Smart Mobility (EV/Parking),Midwest,D. Singh,Campus,8000,P1,Disqualified,Wrong fit,FALSE
1323,L-P1-01324,28-12-2024,Existing Client Upsell,Smart Mobility (EV/Parking),Northeast,K. Romano,Municipality,20467,P1,Open,,FALSE
1324,L-P1-01325,10-07-2024,Trade Show,Smart Mobility (EV/Parking),Midwest,M. Okafor,Mixed-Use Development,33784,P1,Disqualified,No budget,FALSE
1325,L-P1-01326,21-04-2024,Inbound Web Form,Smart Lighting,West,D. Singh,Municipality,17191,P1,Qualified,,FALSE
1326,L-P1-01327,02-09-2024,Partner Referral,Smart Mobility (EV/Parking),West,J. Sullivan,Campus,20373,P1,Disqualified,Wrong fit,FALSE
1327,L-P1-01328,25-10-2024,Existing Client Upsell,Video Analytics,South,D. Singh,Municipality,48341,P1,Open,,FALSE
1328,L-P1-01329,08-03-2024,Existing Client Upsell,Smart Buildings,South,K. Romano,Municipality,10217,P1,Open,,FALSE
